Count,Year,JD,mm-dd,HR MIN,PPFD_in,PPFD^2,TA,TA^2,PPFD.x.TA,RH,WS,WD,P,kPa,Vol W C ,Soil T,G,RAD,NETRAD,Sonic T,USTAR,FC,SC,NEE,CO2,  H,  LE
134,2018,3,3-Jan,1800,11.7,137,-2.26,5.1,-26.442,29.2,1.61,113.4,0,101.7,0.053,1.42,-10.57,5.3,-72,-1.63,0.22,0.397,-0.77,1.167,415.81,-6.986,-2.436
135,2018,3,3-Jan,1830,0.1,0,-3.11,9.7,-0.311,31.7,1.02,76.4,0,101.7,0.053,1.42,-10.44,0,-73.2,-2.4,0.12,0.069,-0.804,,416.25,-6.98,-0.941
136,2018,3,3-Jan,1900,0,0,-3.81,14.5,0,33.9,1.24,85.6,0,101.7,0.053,1.43,-10.32,0,-64.05,-3.07,0.115,0.146,-0.994,,417.3,-5.804,-0.226
137,2018,3,3-Jan,1930,0,0,-4.39,19.3,0,34.4,1.24,60.8,0,101.6,0.053,1.44,-10.21,0,-50.91,-3.62,0.123,0.183,-0.124,,416.67,-7.767,-0.517
138,2018,3,3-Jan,2000,0,0,-4.69,22.0,0,35.5,1.15,63.4,0,101.5,0.053,1.45,-10.13,0,-27.32,-3.94,0.122,0.191,0.815,,414.45,-5.256,-0.514
139,2018,3,3-Jan,2030,0,0,-4.89,23.9,0,37.7,1.08,71,0,101.4,0.053,1.46,-10.08,0,-21.19,-4.18,0.14,-0.049,-1.139,,416.58,-5.062,-0.352
140,2018,3,3-Jan,2100,0,0,-5.09,25.9,0,40,1.3,90.1,0,101.4,0.053,1.47,-10.05,0,-15.95,-4.31,0.21,0.479,-1.448,1.927,419.37,-8.379,-4.344
141,2018,3,3-Jan,2130,0,0,-4.87,23.7,0,43.7,1.07,101.6,0,101.3,0.053,1.48,-10.02,0,-15.83,-3.99,0.137,-0.188,0.083,,419.55,-8.772,-4.963
142,2018,3,3-Jan,2200,0,0,-4.69,22.0,0,46.3,1.26,22,0,101.2,0.053,1.49,-10,0,-10.08,-4.01,0.204,0.856,0.318,0.538,419.15,-4.303,-1.139
143,2018,3,3-Jan,2230,0,0,-5.07,25.7,0,47.9,1.45,44.8,0,101.1,0.053,1.5,-9.97,0,-7.86,-4.3,0.195,0.56,-1.12,,420.95,-6.286,-1.235
144,2018,3,3-Jan,2300,0,0,-4.83,23.3,0,49.5,0.9,29.8,0,101,0.053,1.51,-9.95,0,-5.59,-3.99,0.12,0.155,-0.057,,421.44,-2.184,0.272
145,2018,3,3-Jan,2330,0,0,-4.6,21.2,0,51.3,1.04,4.2,0,100.9,0.053,1.51,-9.92,0,-3.93,-3.72,0.184,1.202,0.122,,421.55,-6.811,0.28
146,2018,3,3-Jan,2400,0,0,-4.12,17.0,0,52.8,1.55,324.7,0,100.8,0.053,1.52,-9.89,-0.1,-3.2,-3.19,0.21,0.618,0.371,0.247,421.5,-6.194,1.645
147,2018,4,4-Jan,30,0,0,-3.82,14.6,0,55,1.41,313.4,0,100.7,0.053,1.53,-9.85,-0.1,-4.76,-2.98,0.313,0.941,-0.71,1.652,423.5,-15.525,-2.404
148,2018,4,4-Jan,100,0,0,-3.53,12.5,0,57.1,1.74,41.3,0,100.6,0.053,1.53,-9.82,-0.1,-9.28,-2.69,0.289,0.848,0.498,0.35,422.88,-11.836,1.688
149,2018,4,4-Jan,130,0,0,-3.37,11.4,0,58.3,1.83,16,0,100.5,0.053,1.54,-9.78,-0.2,-9.01,-2.53,0.381,0.507,-0.259,0.766,423.7,-13.472,3.595
150,2018,4,4-Jan,200,0,0,-3.14,9.9,0,60.9,2.21,16,0,100.4,0.053,1.55,-9.74,-0.2,-5.82,-2.28,0.52,-10.887,-2.111,-8.776,428.61,-26.658,-42.781
151,2018,4,4-Jan,230,0,0,-2.84,8.1,0,64.2,2.63,40.2,0,100.2,0.053,1.55,-9.7,-0.2,-3.01,-1.95,0.602,5.023,-3.725,8.748,437.12,-3.382,8.195
152,2018,4,4-Jan,300,0,0,-2.61,6.8,0,63.7,3.08,354.8,0,100.1,0.053,1.56,-9.67,-0.2,-4.21,-1.82,0.687,0.168,-3.391,3.56,444.8,-9.049,3.652
153,2018,4,4-Jan,330,0,0,-2.71,7.3,0,63.5,3.09,27.7,0,100,0.053,1.57,-9.63,-0.2,-3.91,-2.03,0.644,4.305,-8.785,13.089,463.6,-5.771,-1.766
154,2018,4,4-Jan,400,0,0,-3.11,9.7,0,64.7,3.06,346.7,0,99.9,0.053,1.57,-9.6,-0.2,-4.61,-2.55,0.759,1.105,-3.922,5.027,471.36,-14.931,10.011
155,2018,4,4-Jan,430,0,0,-3.72,13.8,0,66.9,3.34,0,0,99.9,0.053,1.58,-9.56,-0.1,-5.44,-3.06,0.784,-4.933,3.131,-8.064,463.57,-18.745,16.076
156,2018,4,4-Jan,500,0,0,-4.16,17.3,0,70.6,3.82,6.9,0,99.8,0.053,1.59,-9.53,0,-5.5,-3.52,0.983,-5.056,10.147,-15.203,441.03,-35.095,-14.963
157,2018,4,4-Jan,530,0,0,-4.25,18.1,0,57.7,3.34,18.5,0,99.6,0.053,1.59,-9.49,0,-5.8,-3.28,0.93,2.03,2.507,-0.477,435.51,-15.418,-29.642
158,2018,4,4-Jan,600,0,0,-3.48,12.1,0,41,3.65,4.4,0,99.6,0.053,1.6,-9.46,-0.1,-7.78,-2.6,0.803,1.772,1.373,0.399,433.8,-20.514,5.681
159,2018,4,4-Jan,630,0,0,-3.44,11.8,0,52.8,5.29,350.5,0,99.5,0.053,1.6,-9.43,-0.1,-7.98,-3.05,1.194,3.793,4.739,-0.946,423.67,-17.786,22.476
160,2018,4,4-Jan,700,0,0,-4.65,21.6,0,77.1,4.77,348.4,0,99.5,0.053,1.61,-9.41,0,-5.46,-4.35,1.12,5.271,-1.679,6.95,425.36,-34.772,17.294
161,2018,4,4-Jan,730,0,0,-5.77,33.3,0,92.4,3.83,311.9,0,99.4,0.053,1.62,-9.39,0,-3.25,-5.05,1.033,13.805,-3.056,16.862,430.1,1.2,6.532
162,2018,4,4-Jan,800,0,0,-5.92,35.0,0,94.9,4.18,345.8,0,99.3,0.053,1.62,-9.37,0,-3.25,-5.08,1.256,1.795,3.457,-1.662,422.49,-5.063,-1.676
163,2018,4,4-Jan,830,0.4,0,-5.75,33.1,-2.3,95.7,4.13,7.1,0,99.3,0.053,1.63,-9.34,0.1,-3.38,-4.79,1.263,3.475,2.583,0.892,417.25,-17.08,-1.424
164,2018,4,4-Jan,900,4.2,18,-5.57,31.0,-23.394,96,3.94,20.6,0,99.3,0.053,1.64,-9.32,1.5,-1.77,-4.76,1.15,3.043,0.817,2.226,415.79,-7.902,-3.939
165,2018,4,4-Jan,930,7.7,59,-5.62,31.6,-43.274,96.3,4.08,300.3,0,99.2,0.053,1.64,-9.29,2.4,-0.74,-4.75,1.186,4.158,0.483,3.676,414.68,-10.333,-3.764
166,2018,4,4-Jan,1000,14.1,199,-5.47,29.9,-77.127,96.6,4.06,309.6,0,99.2,0.053,1.65,-9.27,4.3,0.73,-4.54,1.209,5.871,0.919,4.952,412.95,-28.774,-17.367
167,2018,4,4-Jan,1030,32.6,1063,-5.1,26.0,-166.26,97,4.26,29.9,0,99.1,0.053,1.66,-9.24,11.8,5.38,-4.09,1.28,3.356,0.896,2.46,411.6,-12.849,-3.448
168,2018,4,4-Jan,1100,40.6,1648,-4.88,23.8,-198.128,97,4.53,325.4,0,99,0.053,1.66,-9.21,14.7,7.61,-4.12,1.294,4.225,-0.442,4.667,412.89,-11.5,-2.051
169,2018,4,4-Jan,1130,63.6,4045,-5.09,25.9,-323.724,97.3,4.41,324.8,0,99,0.053,1.67,-9.18,24.9,13.68,-4.29,1.213,3.195,-0.385,3.58,413.39,1.118,-8.295
170,2018,4,4-Jan,1200,74.7,5580,-5.13,26.3,-383.211,97.2,4.61,296.4,0,99,0.053,1.68,-9.14,29.9,16.33,-4.3,1.47,2.958,-0.042,3,413.41,-0.912,-2.095
171,2018,4,4-Jan,1230,77.9,6068,-5.18,26.8,-403.522,97.3,4.7,350,0,99.1,0.053,1.68,-9.1,31,17.13,-4.42,1.33,4.691,-0.434,5.125,414.27,-4.976,-5.822
172,2018,4,4-Jan,1300,107.9,11642,-5.36,28.7,-578.344,97.5,4.28,42,0,99.1,0.053,1.69,-9.07,45.8,24.83,-4.57,1.393,3.782,0.032,3.75,413.92,2.635,-14.05
173,2018,4,4-Jan,1330,135,18225,-5.42,29.4,-731.7,97.3,4.5,323.3,0,99.2,0.053,1.7,-9.02,59.7,31.63,-4.65,1.243,3.779,-0.482,4.261,414.86,10.762,-9.034
174,2018,4,4-Jan,1400,163.6,26765,-5.57,31.0,-911.252,96.8,4.86,299.2,0,99.3,0.053,1.71,-8.98,74.9,38.83,-4.75,1.383,6.006,0.177,5.829,414.24,20.059,12.33
175,2018,4,4-Jan,1430,161.6,26115,-5.51,30.4,-890.416,95.8,4.64,324.9,0,99.3,0.053,1.71,-8.93,74.8,38.33,-4.69,1.375,4.284,0.378,3.905,413.53,26.927,-0.211
176,2018,4,4-Jan,1500,103.2,10650,-5.51,30.4,-568.632,95.5,5.05,305.2,0,99.4,0.053,1.72,-8.89,46.5,22.07,-4.69,1.337,3.188,-0.217,3.404,413.99,2.176,-2.26
177,2018,4,4-Jan,1530,85.9,7379,-5.46,29.8,-469.014,94.9,4.83,306.5,0,99.4,0.053,1.73,-8.84,38.5,16.76,-4.57,1.189,1.692,-0.548,2.24,415.24,-5.559,1.464
178,2018,4,4-Jan,1600,79.7,6352,-5.27,27.8,-420.019,93.3,5.4,282.6,0,99.5,0.053,1.74,-8.79,36.4,14.24,-4.42,1.316,3.391,-0.386,3.777,416.36,-2.369,-1.774
179,2018,4,4-Jan,1630,56.6,3204,-5.31,28.2,-300.546,95.1,5.14,277.4,0,99.6,0.053,1.75,-8.75,26.6,10.3,-4.46,1.183,3.506,-0.399,3.905,417.14,-17.252,1.15
180,2018,4,4-Jan,1700,50.9,2591,-5.11,26.1,-260.099,93.1,5.11,279,0,99.6,0.053,1.76,-8.7,25.5,8.5,-4.22,1.309,3.627,0.099,3.528,417.24,-18.378,-9.1
181,2018,4,4-Jan,1730,23.3,543,-5.01,25.1,-116.733,90.2,4.97,269.9,0,99.7,0.053,1.77,-8.66,11.6,-0.46,-4.15,1.245,3.406,0.652,2.754,416.01,-20.701,-18.86
182,2018,4,4-Jan,1800,3.6,13,-4.88,23.8,-17.568,84.3,5.92,303.6,0,99.8,0.053,1.78,-8.62,1.3,-6.96,-3.83,1.303,4.744,0.188,4.556,415.81,-44.653,14.537
183,2018,4,4-Jan,1830,0,0,-4.44,19.7,0,72.9,5.54,262.6,0,99.8,0.053,1.79,-8.57,0,-9.59,-3.8,1.204,3.797,0.668,3.129,415.06,-16.056,-25.109
184,2018,4,4-Jan,1900,0,0,-4.73,22.4,0,74.7,5.69,291.3,0,99.9,0.053,1.8,-8.53,0,-9.31,-3.99,1.23,5.068,-0.269,5.336,415.19,-21.822,7.898
185,2018,4,4-Jan,1930,0,0,-4.78,22.8,0,67.6,6.01,290.5,0,100,0.054,1.81,-8.49,0,-17.79,-4.08,1.253,4.788,0.819,3.969,413.35,-28.531,31.284
186,2018,4,4-Jan,2000,0,0,-4.94,24.4,0,60.1,6.5,264.7,0,100,0.054,1.82,-8.44,0,-32.12,-4.37,1.247,4.739,0.329,4.41,412.41,-36.648,-4.915
187,2018,4,4-Jan,2030,0,0,-5.29,28.0,0,58.2,5.63,308.2,0,100,0.054,1.83,-8.4,0,-49.86,-4.72,1.144,3.138,-0.04,3.178,411.95,-55.714,5.907
188,2018,4,4-Jan,2100,0,0,-5.61,31.5,0,51.1,6.31,306.4,0,100.1,0.054,1.85,-8.36,0,-52.36,-4.99,1.285,3.716,0.174,3.542,411.09,-52.41,8.178
189,2018,4,4-Jan,2130,0,0,-5.91,34.9,0,48.3,5.76,250.3,0,100.1,0.054,1.86,-8.32,0,-45.74,-5.44,1.317,4.485,0.269,4.216,410.06,-52.87,6.894
190,2018,4,4-Jan,2200,0,0,-6.32,39.9,0,48.1,5.84,310.6,0,100.2,0.054,1.87,-8.28,0,-50.12,-5.76,1.229,4.961,-0.495,5.456,410.48,-40.673,2.403
191,2018,4,4-Jan,2230,0,0,-6.66,44.4,0,48.5,6.36,269.8,0,100.2,0.054,1.88,-8.24,0,-39.97,-6.18,1.405,4.716,-0.495,5.211,411.01,-54.138,4.092
192,2018,4,4-Jan,2300,0,0,-7.11,50.6,0,48.1,5.84,278.1,0,100.2,0.054,1.89,-8.19,0,-57.97,-6.62,1.131,3.069,-0.341,3.409,411.04,-59.436,5.233
193,2018,4,4-Jan,2330,0,0,-7.62,58.1,0,48.3,6.05,331.3,0,100.3,0.054,1.9,-8.15,0,-63.6,-7.21,1.196,3.575,-0.158,3.733,410.58,-71.848,3.437
194,2018,4,4-Jan,2400,0,0,-8.21,67.4,0,48,6.16,251.7,0,100.3,0.054,1.91,-8.11,0,-66.31,-7.74,1.231,4.254,-0.073,4.327,409.82,-60.852,-0.6
195,2018,5,5-Jan,30,0,0,-8.82,77.8,0,48.9,5.37,293.1,0,100.4,0.054,1.92,-8.07,0,-68.84,-8.39,1.023,3.294,-0.235,3.529,409.38,-50.197,5.01
196,2018,5,5-Jan,100,0,0,-9.36,87.6,0,49,5.55,290,0,100.4,0.054,1.93,-8.03,0,-69.61,-8.89,1.09,3.586,-0.256,3.842,409.08,-57.251,4.599
197,2018,5,5-Jan,130,0,0,-9.9,98.0,0,49.6,5.64,271.9,0,100.4,0.054,1.95,-7.99,0,-70.3,-9.36,1.109,3.184,-0.282,3.466,408.83,-42.737,6.255
198,2018,5,5-Jan,200,0,0,-10.28,105.7,0,49.8,5.6,274,0,100.5,0.053,1.96,-7.95,0,-70.3,-9.66,1.139,3.288,-0.343,3.63,408.96,-61.451,-1.749
199,2018,5,5-Jan,230,0,0,-10.49,110.0,0,48.4,5.67,306.3,0,100.5,0.053,1.97,-7.91,0,-70.4,-9.81,1.174,4.212,-0.104,4.317,408.85,-61.889,1.206
200,2018,5,5-Jan,300,0,0,-10.63,113.0,0,47.9,5.74,292.7,0,100.6,0.053,1.98,-7.88,0,-70.3,-9.96,1.113,2.921,-0.073,2.994,408.79,-51.61,4.415
201,2018,5,5-Jan,330,0,0,-10.8,116.6,0,47.5,5.71,245.7,0,100.6,0.053,1.99,-7.84,0,-70.4,-10.14,1.07,3.442,-0.144,3.586,408.82,-52.227,7.314
202,2018,5,5-Jan,400,0,0,-10.98,120.6,0,46.9,5.69,262.4,0,100.6,0.053,2,-7.8,0,-70.6,-10.28,1.215,3.493,-0.094,3.587,408.74,-63.798,9.949
203,2018,5,5-Jan,430,0,0,-11.12,123.7,0,45.6,5.37,279.4,0,100.7,0.053,2.01,-7.77,0,-70.7,-10.53,1.056,2.284,-0.216,2.5,408.97,-50.855,2.472
204,2018,5,5-Jan,500,0,0,-11.42,130.4,0,46.6,5.11,284.1,0,100.7,0.053,2.02,-7.73,0,-70.6,-10.78,1.052,2.613,-0.218,2.831,408.96,-62.514,2.38
205,2018,5,5-Jan,530,0,0,-11.68,136.4,0,46.6,5.16,265.5,0,100.8,0.053,2.03,-7.7,0,-70.5,-11.07,1.035,2.724,-0.052,2.777,408.66,-55.147,-0.173
206,2018,5,5-Jan,600,0,0,-11.89,141.4,0,45.8,5.57,262.7,0,100.8,0.053,2.04,-7.68,0,-70.2,-11.21,1.214,3.007,0.094,2.913,408.14,-64.866,2.399
207,2018,5,5-Jan,630,0,0,-12.04,145.0,0,45.4,5.14,279.4,0,100.8,0.053,2.05,-7.64,0,-69.9,-11.31,1.023,2.874,0.019,2.855,407.87,-67.232,4.977
208,2018,5,5-Jan,700,0,0,-12.13,147.1,0,45.3,4.99,269.1,0,100.9,0.053,2.06,-7.62,0,-69.76,-11.39,0.952,3.835,-0.035,3.87,407.8,-57.923,4.579
209,2018,5,5-Jan,730,0,0,-12.18,148.4,0,44.3,5.12,258.7,0,100.9,0.053,2.07,-7.59,0,-70.3,-11.44,0.948,2.363,0.348,2.015,407,-57.333,1.101
210,2018,5,5-Jan,800,0.2,0,-12.28,150.8,-2.456,43.7,4.63,297.6,0,100.9,0.053,2.07,-7.57,0,-70.1,-11.54,0.926,2.508,-0.252,2.76,407.37,-62.981,0.945
211,2018,5,5-Jan,830,9,81,-12.32,151.8,-110.88,43.2,4.59,301.7,0,101,0.053,2.08,-7.55,4.6,-67.8,-11.54,0.883,2.522,0.017,2.506,407.27,-51.005,0.735
212,2018,5,5-Jan,900,70.7,4998,-12.24,149.8,-865.368,42.5,5.31,236.2,0,101,0.053,2.09,-7.53,46.1,-45.1,-11.33,0.964,3.811,-0.176,3.987,407.76,-15.859,5.403
213,2018,5,5-Jan,930,206.3,42560,-11.89,141.4,-2452.907,41,5.78,297.3,0,101,0.053,2.1,-7.5,130,-1.69,-11.06,1.202,4.537,-0.202,4.739,408.73,37.43,5.252
214,2018,5,5-Jan,1000,353.4,124892,-11.58,134.1,-4092.372,40.2,5.57,272.3,0,101,0.053,2.11,-7.49,206.5,41.97,-10.8,1.131,4.289,0.282,4.007,408.63,78.685,6.918
215,2018,5,5-Jan,1030,499.7,249700,-11.24,126.3,-5616.628,38.9,5.31,286,0,101,0.053,2.11,-7.47,279.5,88.8,-10.4,1.16,2.311,0.117,2.194,408.91,117.725,3.769
216,2018,5,5-Jan,1100,631.4,398666,-10.85,117.7,-6850.69,38.7,5.84,256.2,0,101,0.053,2.12,-7.45,344.5,132.6,-10.11,1.262,4.281,0.277,4.004,408.94,169.507,7.273
217,2018,5,5-Jan,1130,739,546121,-10.5,110.3,-7759.5,38.4,6.06,243.7,0,101,0.053,2.13,-7.44,397.6,168.8,-9.8,1.174,4.144,0.296,3.848,408.87,136.683,12.335
218,2018,5,5-Jan,1200,833,693889,-10.29,105.9,-8571.57,38.2,6.07,277.3,0,101,0.053,2.14,-7.43,443.6,195.9,-9.53,1.327,4.296,0.319,3.978,408.53,218.853,7.865
219,2018,5,5-Jan,1230,896,802816,-9.91,98.2,-8879.36,37.6,5.03,296.7,0,101,0.053,2.14,-7.41,474.3,218.6,-9.1,1.12,3.72,0.463,3.257,408.15,207.917,10.562
220,2018,5,5-Jan,1300,931,866761,-9.43,88.9,-8779.33,35.9,6.4,303.2,0,101,0.053,2.15,-7.4,492.7,230.1,-9.08,1.319,5.171,0.241,4.93,408.38,192.788,25.602
221,2018,5,5-Jan,1330,649.1,421331,-9.64,92.9,-6257.324,40.4,6.98,277.9,0,101.1,0.053,2.16,-7.39,332.2,145.6,-9.11,1.177,4.473,-0.628,5.101,409.38,158.946,16.284
222,2018,5,5-Jan,1400,883,779689,-9.47,89.7,-8362.01,40.6,6.33,266.3,0,101.1,0.053,2.16,-7.37,471.7,225,-8.91,1.226,4.381,0.284,4.096,409.04,193.386,5.911
223,2018,5,5-Jan,1430,835,697225,-9.22,85.0,-7698.7,39.4,6.49,274.4,0,101.2,0.053,2.17,-7.36,447.5,209.1,-8.73,1.353,4.205,0.229,3.976,408.95,204.057,20.604
224,2018,5,5-Jan,1500,751,564001,-9.06,82.1,-6804.06,38.5,5.8,266.3,0,101.2,0.053,2.18,-7.35,403.9,177.8,-8.53,1.242,4.648,0.106,4.542,408.97,174.493,22.257
225,2018,5,5-Jan,1530,621.6,386387,-9.07,82.3,-5637.912,37.9,6.05,273.3,0,101.3,0.054,2.18,-7.34,335.1,131.1,-8.53,1.208,4.276,-0.096,4.372,409.16,127.812,15.858
226,2018,5,5-Jan,1600,526.4,277097,-8.92,79.6,-4695.488,37.1,5.46,277.9,0,101.3,0.054,2.19,-7.33,292.4,101.7,-8.41,1.053,3.311,0.009,3.302,409.37,81.953,8.337
227,2018,5,5-Jan,1630,377.4,142431,-8.99,80.8,-3392.826,36.3,5.53,276.5,0,101.4,0.054,2.19,-7.32,216.9,51.45,-8.46,1.002,3.138,-0.193,3.332,409.67,46.348,7.506
228,2018,5,5-Jan,1700,234.4,54943,-9.12,83.2,-2137.728,37.3,4.99,309.9,0,101.4,0.054,2.2,-7.31,143.6,5.57,-8.69,1.142,4.428,-0.218,4.646,409.93,8.012,6.393
229,2018,5,5-Jan,1730,94.9,9006,-9.48,89.9,-899.652,37.8,4.95,264.3,0,101.5,0.054,2.21,-7.3,58.4,-37.46,-8.96,0.931,3.116,-0.349,3.466,410.11,-33.273,6.087
230,2018,5,5-Jan,1800,17.1,292,-9.84,96.8,-168.264,39,4.52,310.7,0,101.5,0.053,2.21,-7.28,8.9,-68.01,-9.3,0.863,2.276,-0.448,2.725,410.49,-46.788,2.393
231,2018,5,5-Jan,1830,0.4,0,-10.12,102.4,-4.048,39.5,4.8,279.8,0,101.6,0.053,2.22,-7.28,0.3,-73.6,-9.49,0.944,1.186,-0.398,1.584,410.89,-50.489,4.574
232,2018,5,5-Jan,1900,0,0,-10.36,107.3,0,40.7,5.42,268.3,0,101.6,0.053,2.23,-7.26,0,-73.2,-9.77,1.126,3.841,-0.633,4.474,411.84,-62.041,3.618
233,2018,5,5-Jan,1930,0,0,-10.61,112.6,0,40.6,5.24,286.8,0,101.6,0.053,2.23,-7.24,0,-72.5,-9.99,1.022,3.063,-0.32,3.384,412.12,-63.528,5.322
234,2018,5,5-Jan,2000,0,0,-10.83,117.3,0,40.9,4.41,263,0,101.7,0.053,2.24,-7.23,0,-72.9,-10.14,0.969,2.771,-0.081,2.852,411.94,-64.398,1.729
235,2018,5,5-Jan,2030,0,0,-10.94,119.7,0,41.2,4.53,323.7,0,101.7,0.053,2.24,-7.21,0,-72.1,-10.18,0.945,2.203,-0.199,2.402,412.19,-53.209,0.496
236,2018,5,5-Jan,2100,0,0,-10.99,120.8,0,42.6,3.96,302.2,0,101.7,0.053,2.25,-7.2,0,-71.7,-10.34,0.773,2.237,-0.109,2.346,412.33,-60.267,0.922
237,2018,5,5-Jan,2130,0,0,-11.19,125.2,0,43.5,4.61,298.3,0,101.7,0.053,2.25,-7.18,0,-70.8,-10.46,0.897,3.382,-0.331,3.713,412.71,-60.01,3.77
238,2018,5,5-Jan,2200,0,0,-11.3,127.7,0,45,4.62,302,0,101.8,0.053,2.26,-7.17,0,-70.1,-10.6,0.842,2.931,-0.065,2.995,412.67,-48.23,-0.546
239,2018,5,5-Jan,2230,0,0,-11.43,130.6,0,45.4,4.13,275.6,0,101.8,0.053,2.27,-7.16,0,-70,-10.77,0.825,2.141,0.108,2.033,412.24,-55.633,1.132
240,2018,5,5-Jan,2300,0,0,-11.6,134.6,0,44.3,4.43,269,0,101.8,0.053,2.27,-7.14,0,-70.4,-10.93,0.944,2.003,0.013,1.989,411.95,-60.479,-0.939
241,2018,5,5-Jan,2330,0,0,-11.78,138.8,0,43.8,4.28,247.7,0,101.8,0.053,2.28,-7.13,0,-70.9,-11.13,0.896,1.834,0.175,1.66,411.3,-68.46,-1.319
242,2018,5,5-Jan,2400,0,0,-12.01,144.2,0,43.8,4.18,315.7,0,101.9,0.053,2.28,-7.12,0,-71.1,-11.37,0.86,2.9,0.033,2.868,410.87,-50.201,3.607
243,2018,6,6-Jan,30,0,0,-12.24,149.8,0,44,3.77,247.9,0,101.9,0.053,2.29,-7.11,0,-70.7,-11.57,0.753,1.454,0.062,1.391,410.38,-55.317,-0.339
244,2018,6,6-Jan,100,0,0,-12.44,154.8,0,44.1,3.73,294.5,0,101.9,0.053,2.29,-7.1,0,-70.3,-11.77,0.647,1.796,0.078,1.718,409.9,-52.246,1.331
245,2018,6,6-Jan,130,0,0,-12.66,160.3,0,44.4,4.04,278.8,0,102,0.053,2.3,-7.09,0,-70.3,-12,0.779,1.251,0.074,1.177,409.4,-62.605,0.026
246,2018,6,6-Jan,200,0,0,-12.84,164.9,0,44.5,4.1,294.7,0,102,0.053,2.3,-7.08,0,-70.1,-12.13,0.833,2.511,0.123,2.388,408.86,-61.057,3.291
247,2018,6,6-Jan,230,0,0,-12.97,168.2,0,44.2,4.13,284.8,0,102,0.053,2.31,-7.07,-0.1,-70.4,-12.23,0.82,2.258,0.088,2.169,408.47,-55.43,2.226
248,2018,6,6-Jan,300,0,0,-13.08,171.1,0,44.8,3.96,294.9,0,102,0.053,2.31,-7.06,-0.1,-70,-12.35,0.766,1.578,0,1.578,408.3,-57.578,-1.102
249,2018,6,6-Jan,330,-0.1,0,-13.18,173.7,1.318,45,4.13,284.4,0,102,0.053,2.31,-7.05,-0.1,-69.86,-12.46,0.756,1.399,0.09,1.309,407.96,-52.505,0.138
250,2018,6,6-Jan,400,0,0,-13.3,176.9,0,45.5,3.51,252.3,0,102.1,0.053,2.32,-7.04,-0.1,-69.8,-12.59,0.723,1.495,0.15,1.345,407.46,-60.863,0.359
251,2018,6,6-Jan,430,-0.1,0,-13.46,181.2,1.346,45.6,3.4,237.8,0,102.1,0.053,2.32,-7.04,-0.2,-69.31,-12.72,0.701,1.468,-0.124,1.592,407.46,-56.107,-0.481
252,2018,6,6-Jan,500,-0.1,0,-13.55,183.6,1.355,45.9,3.73,284.6,0,102.1,0.053,2.33,-7.03,-0.1,-69.57,-12.81,0.738,1.732,-0.016,1.747,407.35,-57.876,-1.159
253,2018,6,6-Jan,530,-0.1,0,-13.66,186.6,1.366,46.6,3.25,270.1,0,102.2,0.053,2.33,-7.03,-0.1,-69.71,-12.88,0.659,1.267,-0.15,1.417,407.49,-55.821,0.256
254,2018,6,6-Jan,600,-0.1,0,-13.73,188.5,1.373,47.2,2.81,275.3,0,102.2,0.053,2.33,-7.02,-0.1,-69.77,-13.03,0.62,0.864,-0.313,1.176,408.03,-58.697,0.004
255,2018,6,6-Jan,630,-0.1,0,-13.9,193.2,1.39,47.6,3.18,249.9,0,102.2,0.053,2.33,-7.02,-0.2,-70,-13.18,0.641,1.481,-0.552,2.034,408.9,-59.988,-0.283
256,2018,6,6-Jan,700,-0.2,0,-14.08,198.2,2.816,48.9,3.32,256.6,0,102.3,0.053,2.34,-7.01,-0.2,-69.12,-13.26,0.7,1.2,-0.214,1.414,409.06,-61.419,-0.587
257,2018,6,6-Jan,730,-0.2,0,-14.11,199.1,2.822,49.4,3.08,295.7,0,102.3,0.053,2.34,-7.01,-0.2,-70.3,-13.35,0.677,1.074,-0.23,1.304,409.49,-54.977,-0.134
258,2018,6,6-Jan,800,0,0,-14.21,201.9,0,50.6,3.3,296.4,0,102.3,0.053,2.34,-7.01,-0.1,-69.43,-13.4,0.711,1.319,0.113,1.207,409.1,-53.164,0.601
259,2018,6,6-Jan,830,8.2,67,-14.24,202.8,-116.768,50.3,3.8,249.4,0,102.3,0.053,2.34,-7,4.5,-67.58,-13.37,0.688,0.917,0.169,0.747,408.7,-34.646,-2.574
260,2018,6,6-Jan,900,66.5,4422,-14.14,199.9,-940.31,49,3.69,259,0,102.3,0.053,2.35,-7,45,-44.61,-13.11,0.756,1.689,0.204,1.485,408.44,-11.815,-0.697
261,2018,6,6-Jan,930,197.4,38967,-13.75,189.1,-2714.25,46.4,4.25,243.5,0,102.3,0.053,2.35,-7,128.5,-1.01,-12.75,0.752,3.997,-0.411,4.408,409.91,48.408,10.257
262,2018,6,6-Jan,1000,345.4,119301,-13.31,177.2,-4597.274,45.1,4.67,274,0,102.3,0.053,2.35,-6.99,206.3,43.91,-12.44,0.884,2.541,-0.22,2.761,411.06,77.403,0.746
263,2018,6,6-Jan,1030,487.4,237559,-12.97,168.2,-6321.578,44.1,4.92,243.4,0,102.2,0.053,2.35,-6.99,277.5,89.3,-12.09,1.042,3.125,0.288,2.837,411,130.865,9.51
264,2018,6,6-Jan,1100,621.7,386511,-12.62,159.3,-7845.854,42.2,5.21,290.6,0,102.2,0.053,2.35,-6.99,344.4,132.9,-11.66,0.916,2.363,0.452,1.911,410.61,129.548,8.09
