Count,Year,JD,mm-dd,HR MIN,PPFD_in,PPFD^2,TA,TA^2,PPFD.x.TA,RH,WS,WD,P,kPa,Vol W C ,Soil T,G,RAD,NETRAD,Sonic T,USTAR,FC,SC,NEE,CO2,  H,  LE
15202,2018,317,12-Nov,1600,206.2,42518,9.19,84.5,1894.978,80.2,2.89,296.3,0,101,0.093,11.33,-1.09,111.4,59.71,8.47,0.697,0.752,-0.192,0.944,415.22,-25.486,18.293
15203,2018,317,12-Nov,1630,108.3,11729,9.18,84.3,994.194,79.1,2.71,259.8,0,101.1,0.092,11.33,-1.36,57.7,28.53,8.2,0.73,0.735,-0.385,1.12,416.08,-25.658,9.9
15204,2018,317,12-Nov,1700,29.6,876,8.69,75.5,257.224,77.2,3.13,329.6,0,101.2,0.091,11.32,-1.77,15.7,0.23,8.13,0.748,3.333,-0.187,3.52,415.78,-26.785,22.852
15205,2018,317,12-Nov,1730,18.6,346,7.91,62.6,147.126,71.3,2.71,289.3,0,101.2,0.091,11.3,-2.29,10.2,-5.2,8.03,0.683,3.112,-0.353,3.465,415.42,-22.897,27.949
15206,2018,317,12-Nov,1800,2,4,7.5,56.3,15,71.8,2.69,305.9,0,101.3,0.09,11.28,-2.88,0.8,-9.76,7.92,0.62,2.83,-0.356,3.186,415.61,-20.102,15.598
15207,2018,317,12-Nov,1830,0,0,7.31,53.4,0,72,2.21,270.1,0,101.3,0.09,11.25,-3.45,0,-12.74,7.75,0.565,2.793,0.171,2.621,414.94,-19.429,29.541
15208,2018,317,12-Nov,1900,0,0,7.24,52.4,0,71.1,2.38,315.1,0,101.4,0.09,11.23,-3.94,0,-11.24,7.46,0.605,2.055,0.007,2.048,414.82,-27.151,35.011
15209,2018,317,12-Nov,1930,0,0,7.15,51.1,0,70.4,2.38,317.1,0,101.4,0.089,11.2,-4.35,0,-10.8,7.27,0.552,1.45,-0.852,2.302,416.59,-28.668,15.224
15210,2018,317,12-Nov,2000,0,0,7.02,49.3,0,69.8,2.4,307.8,0,101.5,0.089,11.17,-4.68,0,-11.34,7.23,0.474,1.943,-0.445,2.388,417.4,-20.324,30.847
15211,2018,317,12-Nov,2030,0,0,6.84,46.8,0,65.9,2.07,294.1,0,101.5,0.088,11.14,-5,0,-19.95,7.14,0.465,2.143,-0.505,2.648,418.26,-26.883,32.023
15212,2018,317,12-Nov,2100,0,0,6.52,42.5,0,66.2,2.18,280.9,0,101.6,0.088,11.1,-5.3,0,-26.91,7.07,0.465,1.44,-0.691,2.131,419.33,-25.2,10.511
15213,2018,317,12-Nov,2130,0,0,6.44,41.5,0,67.8,2.71,295.4,0,101.6,0.087,11.07,-5.59,0,-20.36,6.99,0.56,2.078,0.174,1.904,418.82,-29.606,27.154
15214,2018,317,12-Nov,2200,0,0,6.37,40.6,0,67.1,2.57,280.9,0,101.6,0.087,11.04,-5.85,0,-23.61,6.86,0.557,1.555,0.492,1.063,417.61,-37.726,19.182
15215,2018,317,12-Nov,2230,0,0,6.29,39.6,0,68.5,2.46,261.4,0,101.7,0.086,11.01,-6.07,0,-24.89,6.66,0.582,2.86,0.389,2.471,416.62,-41.216,21.184
15216,2018,317,12-Nov,2300,0,0,6.19,38.3,0,68.9,3.38,275.4,0,101.7,0.086,10.98,-6.29,0,-33.2,6.51,0.701,2.289,0.693,1.596,414.92,-45.753,34.746
15217,2018,317,12-Nov,2330,0,0,6.1,37.2,0,67,3.34,311.3,0,101.8,0.086,10.94,-6.52,0,-40.3,6.21,0.735,2.858,0.448,2.41,413.8,-41.657,45.687
15218,2018,317,12-Nov,2400,0,0,5.98,35.8,0,64.4,3.69,273.7,0,101.8,0.085,10.9,-6.79,0,-41.72,6.03,0.742,2.142,0.878,1.264,411.67,-43.152,37.951
15219,2018,318,13-Nov,30,0,0,5.76,33.2,0,62.9,2.33,276.8,0,101.8,0.085,10.86,-7.11,0,-51.16,5.73,0.523,0.948,-0.276,1.224,411.95,-35.977,5.969
15220,2018,318,13-Nov,100,0,0,5.62,31.6,0,61.9,2.41,248.7,0,101.9,0.085,10.82,-7.44,0,-53.3,5.54,0.529,0.909,0.368,0.542,410.93,-32.176,18.542
15221,2018,318,13-Nov,130,0,0,5.39,29.1,0,57.4,2.38,277,0,101.9,0.084,10.77,-7.76,0,-48.78,5.3,0.566,1.447,-0.001,1.448,410.59,-34.18,28.55
15222,2018,318,13-Nov,200,0,0,5.21,27.1,0,56.1,2.83,275.3,0,101.9,0.084,10.73,-8.07,0,-43.16,5.13,0.677,1.527,-0.114,1.641,410.57,-34.365,31.953
15223,2018,318,13-Nov,230,0,0,4.89,23.9,0,57.6,3.18,271,0,102,0.084,10.68,-8.31,0,-41.41,4.87,0.743,1.429,-0.165,1.594,410.48,-42.621,28.249
15224,2018,318,13-Nov,300,0,0,4.7,22.1,0,56.7,2.83,310.1,0,102,0.084,10.65,-8.49,0,-35.87,4.47,0.633,1.846,-0.229,2.075,410.7,-35.069,28.552
15225,2018,318,13-Nov,330,0,0,4.49,20.2,0,57.7,3.3,250.2,0,102,0.084,10.61,-8.65,0,-37.79,4.2,0.687,2.039,0.123,1.917,410.11,-34.813,33.348
15226,2018,318,13-Nov,400,0,0,4.34,18.8,0,56.5,2.66,285.1,0,102,0.083,10.56,-8.81,0,-37.65,3.91,0.484,1.446,-0.18,1.627,410.29,-28.73,19.64
15227,2018,318,13-Nov,430,0,0,4.01,16.1,0,56.7,2.03,300.3,0,102.1,0.083,10.52,-9,0,-44.69,3.67,0.495,1.775,-0.354,2.129,410.58,-33.889,25.096
15228,2018,318,13-Nov,500,0,0,3.64,13.2,0,56.9,2.44,282.2,0,102.1,0.083,10.48,-9.2,0,-38.27,3.48,0.54,1.347,-0.379,1.726,410.87,-25.125,25.131
15229,2018,318,13-Nov,530,0,0,3.4,11.6,0,55.6,2.78,255.4,0,102.1,0.083,10.43,-9.39,0,-37.97,3.39,0.677,2.126,-0.1,2.225,410.75,-41.144,35.286
15230,2018,318,13-Nov,600,0,0,3.11,9.7,0,56.3,3.04,253.8,0,102.2,0.083,10.39,-9.58,0,-39.41,3.31,0.658,1.481,-0.246,1.727,410.85,-33.58,25.37
15231,2018,318,13-Nov,630,0,0,2.86,8.2,0,57,2.79,280.8,0,102.3,0.082,10.35,-9.75,0,-40.84,3.23,0.678,1.796,-0.474,2.27,411.52,-36.071,30.81
15232,2018,318,13-Nov,700,0,0,2.72,7.4,0,55.5,2.39,303.4,0,102.3,0.082,10.31,-9.93,0,-43.1,3.16,0.48,0.866,-0.287,1.153,411.94,-21.331,20.389
15233,2018,318,13-Nov,730,0.2,0,2.66,7.1,0.532,54.4,2.49,296.4,0,102.4,0.082,10.26,-10.11,0.1,-43.85,3.21,0.507,-0.106,-0.102,-0.004,412.08,-10.873,26.383
15234,2018,318,13-Nov,800,7.5,56,2.56,6.6,19.2,54.4,2.41,256.7,0,102.4,0.082,10.22,-10.28,3.3,-44.09,3.87,0.654,-0.917,-0.05,-0.868,412.03,71.83,61.199
15235,2018,318,13-Nov,830,44.6,1989,2.49,6.2,111.054,55.9,3.22,294.3,0,102.5,0.082,10.19,-10.41,24.5,-29.56,3.97,0.788,-0.839,0.073,-0.913,411.77,81.301,71.08
15236,2018,318,13-Nov,900,101.6,10323,2.41,5.8,244.856,56.9,2.72,270.8,0,102.5,0.081,10.17,-10.46,52.7,-23.16,4.29,0.795,0.568,0.357,0.211,410.86,116.138,104.039
15237,2018,318,13-Nov,930,251,63001,2.6,6.8,652.6,55.7,2.2,259.4,0,102.6,0.081,10.16,-10.33,136.9,36.11,4.76,0.703,0.227,0.651,-0.424,409.73,156.564,84.031
15238,2018,318,13-Nov,1000,480.8,231169,3.44,11.8,1653.952,50.4,2.54,348.5,0,102.6,0.081,10.16,-10.08,260.1,129,4.49,0.737,-1.247,1.037,-2.283,408.68,124.149,80.654
15239,2018,318,13-Nov,1030,467.1,218182,3.39,11.5,1583.469,48.6,2.27,348.4,0,102.6,0.081,10.18,-9.68,242.4,107.9,4.78,0.853,0.095,0.425,-0.33,407.67,184.705,144.198
15240,2018,318,13-Nov,1100,655.1,429156,3.9,15.2,2554.89,46.5,2.96,304.8,0,102.7,0.081,10.21,-9.16,345.7,202.1,4.3,0.836,-1.114,0.587,-1.701,407.13,76.702,70.947
15241,2018,318,13-Nov,1130,568.4,323079,4.16,17.3,2364.544,44.4,2.88,303.7,0,102.7,0.081,10.24,-8.53,292.4,167.2,5.15,0.759,-1.345,0.129,-1.474,407.22,186.683,74.237
15242,2018,318,13-Nov,1200,581.6,338259,4.01,16.1,2332.216,41.4,3.18,273.2,0,102.7,0.08,10.26,-7.83,297.5,167.6,5.53,0.991,-2.95,0.041,-2.991,406.91,287.339,95.31
15243,2018,318,13-Nov,1230,606.3,367600,4.23,17.9,2564.649,35.3,2.61,259.6,0,102.7,0.08,10.3,-7.38,309.1,171,5.14,0.848,-0.831,0.168,-1,406.87,157.519,60.668
15244,2018,318,13-Nov,1300,616.9,380566,3.88,15.1,2393.572,36.2,3.04,320.8,0,102.7,0.08,10.34,-6.93,319.5,180.3,5.07,0.89,-1.455,-0.195,-1.261,406.78,158.288,91.697
15245,2018,318,13-Nov,1330,993,986049,5.08,25.8,5044.44,34.4,2.29,17.9,0,102.7,0.08,10.38,-6.66,521.4,341.5,5.33,0.86,-0.109,0.839,-0.948,406.69,148.732,60.953
15246,2018,318,13-Nov,1400,797,635209,5.09,25.9,4056.73,33.7,2.71,350.9,0,102.6,0.08,10.41,-6.46,415,259.5,5.21,0.793,-0.566,0.109,-0.675,406.45,73.664,58.949
15247,2018,318,13-Nov,1430,586.6,344100,4.71,22.2,2762.886,34.3,2.68,346.9,0,102.7,0.08,10.43,-6.22,304.4,176.8,4.8,0.72,1.038,-0.325,1.363,406.62,24.725,51.213
15248,2018,318,13-Nov,1500,635.3,403606,4.69,22.0,2979.557,32.4,1.95,286.5,0,102.7,0.08,10.44,-6.09,333.1,190.8,4.56,0.646,0.815,0.11,0.705,406.34,-8.569,57.736
15249,2018,318,13-Nov,1530,474.5,225150,4.87,23.7,2310.815,33.3,1.84,0.3,0,102.7,0.079,10.43,-6.2,247.2,120.2,4.1,0.5,1.264,0.069,1.196,406.46,-22.743,36.097
15250,2018,318,13-Nov,1600,375.1,140700,4.72,22.3,1770.472,32.3,1.45,268.7,0,102.7,0.079,10.42,-6.53,198,75.1,3.71,0.377,0.794,-0.253,1.047,406.8,-21.518,14.485
15251,2018,318,13-Nov,1630,218.6,47786,4.16,17.3,909.376,33.3,1.08,303,0,102.8,0.079,10.38,-6.96,114.6,19.02,3.29,0.25,1.744,-0.884,2.628,407.94,-26.844,13.46
15252,2018,318,13-Nov,1700,123.1,15154,3.85,14.8,473.935,35.3,1.37,350.2,0,102.8,0.079,10.34,-7.47,63.9,-19.97,2.97,0.332,1.682,-0.619,2.301,408.84,-31.783,20.392
15253,2018,318,13-Nov,1730,44.7,1998,3.37,11.4,150.639,35.1,1.31,314.6,0,102.8,0.079,10.29,-7.97,23.2,-46.88,2.92,0.284,1.712,-0.268,1.98,408.72,-22.908,18.04
15254,2018,318,13-Nov,1800,5.8,34,2.95,8.7,17.11,37.2,1.26,339.8,0,102.9,0.079,10.24,-8.45,2.3,-49.74,2.6,0.321,1.995,-0.288,2.283,408.74,-23.523,21.776
15255,2018,318,13-Nov,1830,0.1,0,2.45,6.0,0.245,40.6,1.22,27.3,0,102.9,0.078,10.19,-8.89,0,-48.27,2.23,0.25,1.726,-0.591,2.317,409.29,-18.011,9.523
15256,2018,318,13-Nov,1900,0,0,2.27,5.2,0,39.6,1.13,334.6,0,103,0.079,10.14,-9.28,0,-44.1,1.95,0.225,0.925,-0.208,1.133,409.48,-22.945,5.368
15257,2018,318,13-Nov,1930,0,0,2.18,4.8,0,38.6,1.28,336.8,0,103,0.078,10.09,-9.61,0,-43.21,1.58,0.265,2.008,-0.762,2.77,411.03,-25.433,17.053
15258,2018,318,13-Nov,2000,0,0,1.85,3.4,0,38.6,2.02,352.9,0,103,0.078,10.04,-9.88,0,-43.07,1.67,0.357,1.697,-0.255,1.952,411.09,-26.145,11.582
15259,2018,318,13-Nov,2030,0,0,1.45,2.1,0,39.8,1.55,341.6,0,103,0.078,9.99,-10.14,0,-47.55,1.53,0.338,1.48,-0.079,1.559,410.67,-22.072,12.212
15260,2018,318,13-Nov,2100,0,0,1.14,1.3,0,39.9,1.19,6.3,0,103.1,0.078,9.94,-10.39,0,-45.58,1.32,0.24,0.75,-0.264,1.015,410.79,-12.77,1.966
15261,2018,318,13-Nov,2130,0,0,0.84,0.7,0,40.9,1.83,12.4,0,103.1,0.078,9.89,-10.62,0,-42.15,1.1,0.384,1.559,-0.314,1.873,411.01,-19.937,11.848
15262,2018,318,13-Nov,2200,0,0,0.97,0.9,0,42.3,1.86,14,0,103.1,0.078,9.85,-10.82,0,-37.17,0.96,0.373,1.102,0.655,0.447,409.78,-19.175,10.082
15263,2018,318,13-Nov,2230,0,0,0.8,0.6,0,44.4,1.45,350.1,0,103.2,0.077,9.81,-10.97,0,-37.55,0.73,0.27,0.981,0.018,0.963,409.49,-12.582,7.186
15264,2018,318,13-Nov,2300,0,0,0.55,0.3,0,46.7,0.78,40,0,103.3,0.077,9.77,-11.07,0,-35.61,0.41,0.153,0.239,-0.426,,410.05,-7.158,1.768
15265,2018,318,13-Nov,2330,0,0,0.38,0.1,0,46.4,0.92,48.6,0,103.2,0.077,9.73,-11.17,-0.1,-34.91,0.16,0.15,0.19,-0.913,,411.78,-11.268,2.233
15266,2018,318,13-Nov,2400,0.1,0,0.25,0.1,0.025,44.7,1.26,354.7,0,103.2,0.077,9.68,-11.28,0,-35.24,-0.05,0.171,0.922,-0.194,,412.01,-9.49,0.828
15267,2018,319,14-Nov,30,0,0,-0.01,0.0,0,46.4,1.23,21.6,0,103.3,0.077,9.64,-11.37,0,-38.35,0,0.293,2.118,-0.091,2.209,411.82,-14.651,14.225
15268,2018,319,14-Nov,100,0,0,-0.38,0.1,0,49.9,1.3,315.8,0,103.3,0.077,9.6,-11.45,-0.1,-32.1,0,0.391,1.838,-0.04,1.878,411.35,-14.547,24.373
15269,2018,319,14-Nov,130,0,0,-0.62,0.4,0,52.1,1.19,32.5,0,103.3,0.077,9.57,-11.53,-0.1,-32.25,-0.05,0.25,0.71,-0.307,1.017,411.65,-9.262,8.246
15270,2018,319,14-Nov,200,0,0,-0.79,0.6,0,52.7,1.22,0.1,0,103.2,0.077,9.53,-11.61,-0.1,-26.15,-0.11,0.28,1.374,-0.457,1.831,412.38,-11.822,14.149
15271,2018,319,14-Nov,230,0,0,-0.71,0.5,0,51.2,1.66,24,0,103.2,0.077,9.5,-11.66,-0.1,-24.62,-0.1,0.331,1.428,-0.191,1.619,412.93,-11.944,15.718
15272,2018,319,14-Nov,300,0,0,-0.67,0.4,0,48.9,1.88,25.3,0,103.2,0.077,9.47,-11.71,-0.1,-25.59,-0.22,0.346,0.581,-0.234,0.814,413.5,-7.205,7.445
15273,2018,319,14-Nov,330,0,0,-0.75,0.6,0,48.2,1.6,325.9,0,103.2,0.076,9.44,-11.73,-0.1,-26.42,-0.35,0.359,1.343,-0.245,1.588,413.91,-20.33,12.842
15274,2018,319,14-Nov,400,0,0,-0.78,0.6,0,49.1,1.76,34.7,0,103.2,0.076,9.41,-11.74,-0.1,-21.99,-0.48,0.369,1.132,-0.134,1.266,414.15,-16.437,5.668
15275,2018,319,14-Nov,430,0.1,0,-0.78,0.6,-0.078,48.9,1.79,349.5,0,103.2,0.076,9.37,-11.76,0,-23.45,-0.34,0.356,0.88,0.11,0.771,413.92,-7.381,9.991
15276,2018,319,14-Nov,500,0.1,0,-0.9,0.8,-0.09,49.9,1.96,115.8,0,103.2,0.076,9.35,-11.81,0,-25.62,-0.24,0.474,2.301,0.245,2.056,413.2,-9.294,17.363
15277,2018,319,14-Nov,530,0.1,0,-1.07,1.1,-0.107,51.8,1.88,64.7,0,103.2,0.076,9.32,-11.88,0,-36.18,-0.11,0.442,2.932,0.935,1.998,410.91,-9.545,17.888
15278,2018,319,14-Nov,600,0.1,0,-1.17,1.4,-0.117,52.8,1.93,34.1,0,103.2,0.076,9.29,-11.92,0,-24.53,-0.06,0.471,1.632,0.724,0.908,409.19,-6.494,14.685
15279,2018,319,14-Nov,630,0.1,0,-0.99,1.0,-0.099,53.2,1.81,50.7,0,103.1,0.076,9.26,-11.96,0,-16.62,0,0.452,1.607,0.363,1.244,408.67,-4.248,17.812
15280,2018,319,14-Nov,700,0.1,0,-0.9,0.8,-0.09,53,1.81,62.2,0,103.1,0.076,9.24,-11.96,0,-15.43,0.16,0.337,0.577,0.069,0.508,408.66,-1.284,6.351
15281,2018,319,14-Nov,730,0.2,0,-0.77,0.6,-0.154,51.2,2.15,6.5,0,103.1,0.076,9.21,-11.94,0,-14.36,0.33,0.386,0.598,-0.03,0.629,408.92,1.734,7.785
15282,2018,319,14-Nov,800,2,4,-0.71,0.5,-1.42,50.7,2.22,65.1,0,103.1,0.076,9.19,-11.89,0.8,-12.09,,,,,,,,
15283,2018,319,14-Nov,830,10.9,119,-0.64,0.4,-6.976,51.4,2.11,56.8,0,103,0.076,9.18,-11.82,5.7,-7.19,,,,,,,,
15284,2018,319,14-Nov,900,29.5,870,-0.48,0.2,-14.16,52.6,2.14,16.5,0,103.1,0.075,9.17,-11.72,15.4,0.21,,,,,,,,
15285,2018,319,14-Nov,930,51.9,2694,-0.3,0.1,-15.57,54.5,2.45,26.9,0,103,0.076,9.16,-11.56,26.9,10.05,,,,,,,,
15286,2018,319,14-Nov,1000,94.4,8911,-0.03,0.0,-2.832,55.8,2.32,4.9,0,103,0.075,9.16,-11.36,49.3,28.49,,,,,,,,
15287,2018,319,14-Nov,1030,90.4,8172,0.33,0.1,29.832,57.6,2.37,29.5,0,102.9,0.075,9.17,-11.12,45.9,25.75,,,,,,,,
15288,2018,319,14-Nov,1100,86,7396,0.6,0.4,51.6,59.5,2.7,27.2,0,102.9,0.075,9.17,-10.89,41.3,22.96,,,,,,,,
15289,2018,319,14-Nov,1130,77,5929,0.92,0.8,70.84,61.3,2.54,40.9,0,102.8,0.075,9.16,-10.72,34.7,19.44,,,,,,,,
15290,2018,319,14-Nov,1200,83.3,6939,1.18,1.4,98.294,69.9,2.93,27.4,0,102.7,0.075,9.14,-10.74,37.4,22.94,,,,,,,,
15291,2018,319,14-Nov,1230,50.1,2510,0.64,0.4,32.064,83.8,2.21,354.7,0,102.7,0.075,9.11,-10.86,19.5,-6.59,,,,,,,,
15292,2018,319,14-Nov,1300,29,841,0.01,0.0,0.29,92.2,2.5,17.8,0,102.6,0.075,9.08,-11.06,9.9,-3.19,,,,,,,,
15293,2018,319,14-Nov,1330,12.9,166,-0.21,0.0,-2.709,96,2.36,35.7,0,102.6,0.075,9.06,-11.21,4,5.38,,,,,,,,
15294,2018,319,14-Nov,1400,17.6,310,-0.31,0.1,-5.456,97.4,2.44,38.2,0,102.5,0.075,9.03,-11.3,5.7,3.13,,,,,,,,
15295,2018,319,14-Nov,1430,10.9,119,-0.23,0.1,-2.507,98,2.33,83.1,0,102.4,0.075,9.02,-11.32,3.7,-2.32,,,,,,,,
15296,2018,319,14-Nov,1500,11.6,135,-0.11,0.0,-1.276,98.4,2.42,93.4,0,102.2,0.075,9,-11.3,3.9,-8.89,,,,,,,,
15297,2018,319,14-Nov,1530,15.1,228,0.06,0.0,0.906,98.6,2.96,44.5,0,102.1,0.075,8.99,-11.27,5.4,-17,,,,,,,,
15298,2018,319,14-Nov,1600,15.3,234,0.19,0.0,2.907,98.8,2.59,41.9,0,102,0.075,8.97,-11.24,6.1,-22.7,,,,,,,,
15299,2018,319,14-Nov,1630,10.3,106,0.23,0.1,2.369,98.7,2.24,17.5,0,102,0.075,8.96,-11.23,4.6,-19.08,,,,,,,,
15300,2018,319,14-Nov,1700,6.3,40,0.25,0.1,1.575,98.9,2.86,7.1,0,102,0.074,8.94,-11.23,3.1,-23.63,,,,,,,,
15301,2018,319,14-Nov,1730,2.5,6,0.4,0.2,1,99.1,3.21,302.3,0,101.9,0.075,8.92,-11.54,1.3,-48,,,,,,,,
15302,2018,319,14-Nov,1800,0.5,0,0.61,0.4,0.305,99.2,3.35,30.6,0,101.7,0.075,8.87,-12.55,0.1,-136.8,,,,,,,,
15303,2018,319,14-Nov,1830,0.1,0,0.89,0.8,0.089,99.3,3.19,35.4,0,101.6,0.074,8.73,-13.04,0,-178.7,,,,,,,,
15304,2018,319,14-Nov,1900,0,0,1.79,3.2,0,99.2,3.05,34,0,101.6,0.075,8.48,-13.38,0,2.23,,,,,,,,
15305,2018,319,14-Nov,1930,0,0,3.09,9.5,0,99,3.67,350.5,0.508,101.5,0.077,8.23,-13.18,0,2.1,,,,,,,,
15306,2018,319,14-Nov,2000,0,0,3.74,14.0,0,98.7,3.51,54,6.604,101.4,0.081,7.93,-13.58,0,2.44,,,,,,,,
15307,2018,319,14-Nov,2030,0,0,4.54,20.6,0,98.6,4.68,89.2,9.14,101.2,0.086,7.66,-14.59,0,1.88,,,,,,,,
15308,2018,319,14-Nov,2100,0,0,5.23,27.4,0,98.1,6.02,78.1,5.334,101.1,0.09,7.39,-14.93,0,2.04,,,,,,,,
15309,2018,319,14-Nov,2130,0,0,5.57,31.0,0,97.3,4.5,57.5,1.27,101,0.093,7.31,-15.26,0,1.53,,,,,,,,
15310,2018,319,14-Nov,2200,0,0,5.72,32.7,0,97.1,5.04,111.7,1.778,100.9,0.096,7.14,-15.47,0,-0.18,,,,,,,,
15311,2018,319,14-Nov,2230,0,0,5.85,34.2,0,96.9,5.75,67.5,0.254,100.7,0.098,6.99,-16.08,0,-0.68,,,,,,,,
15312,2018,319,14-Nov,2300,0,0,6.18,38.2,0,96.9,5.16,56.7,0.254,100.6,0.099,6.97,-15.72,0,1.69,,,,,,,,
15313,2018,319,14-Nov,2330,0,0,6.9,47.6,0,96.3,5.68,67.5,0,100.5,0.099,6.96,-15.2,0,0.8,,,,,,,,
15314,2018,319,14-Nov,2400,0,0,7.04,49.6,0,95.8,6.83,61.7,0.508,100.3,0.1,6.94,-14.83,0,-0.96,,,,,,,,
15315,2018,320,15-Nov,30,0,0,7.1,50.4,0,95.8,5.98,53.4,0.254,100.1,0.101,6.88,-14.75,0,1.43,,,,,,,,
15316,2018,320,15-Nov,100,0,0,7.23,52.3,0,95.6,5.98,55.5,0.254,100.1,0.102,6.83,-14.66,0,0.24,,,,,,,,
15317,2018,320,15-Nov,130,0,0,7.39,54.6,0,95.9,5.72,64.9,0,100,0.102,6.81,-14.35,0,0.96,,,,,,,,
15318,2018,320,15-Nov,200,0,0,7.65,58.5,0,96.2,4.67,70.6,0.254,99.9,0.102,6.8,-13.98,0,1.89,,,,,,,,
15319,2018,320,15-Nov,230,0,0,7.92,62.7,0,96.6,4.68,329.7,0,99.8,0.102,6.81,-13.59,0,2.74,,,,,,,,
15320,2018,320,15-Nov,300,0,0,8.42,70.9,0,96.7,4.69,70.6,0.254,99.7,0.102,6.83,-13.19,0,2.9,,,,,,,,
15321,2018,320,15-Nov,330,0,0,8.69,75.5,0,96.6,3.84,51.2,0,99.6,0.102,6.87,-12.76,0,2.24,,,,,,,,
15322,2018,320,15-Nov,400,0,0,8.88,78.9,0,96.8,3.8,113.8,0.254,99.5,0.102,6.91,-12.41,0,2.06,,,,,,,,
15323,2018,320,15-Nov,430,0,0,9.04,81.7,0,97.1,3.05,89.8,0.254,99.4,0.102,6.96,-12.13,0,2.6,,,,,,,,
15324,2018,320,15-Nov,500,0,0,9.17,84.1,0,97.3,2.86,31.4,0.508,99.3,0.101,7.02,-11.73,0,2.96,,,,,,,,
15325,2018,320,15-Nov,530,0,0,9.34,87.2,0,97.6,2.45,244.1,0.254,99.1,0.102,7.05,-11.57,0,3.13,,,,,,,,
15326,2018,320,15-Nov,600,0,0,7.65,58.5,0,96.6,4.94,279,2.286,99.1,0.104,7.05,-11.25,0,0.59,,,,,,,,
15327,2018,320,15-Nov,630,0,0,3.11,9.7,0,97.2,7.31,316.2,1.27,99.4,0.106,6.98,-11.53,0,-2.87,,,,,,,,
15328,2018,320,15-Nov,700,0,0,1.59,2.5,0,97.1,6.92,309.6,1.016,99.6,0.106,6.97,-11.52,0,-4.1,,,,,,,,
15329,2018,320,15-Nov,730,0.2,0,1.12,1.3,0.224,97.2,5.65,253,0.508,99.7,0.106,6.98,-11.59,0,-11.25,,,,,,,,
15330,2018,320,15-Nov,800,7.2,52,1.13,1.3,8.136,96.9,4.77,19.8,0.254,99.8,0.105,7,-11.65,3.5,-8.74,,,,,,,,
15331,2018,320,15-Nov,830,36.8,1354,1.4,2.0,51.52,96.2,4.06,281.6,0,99.9,0.104,7.04,-11.56,22.1,5.73,,,,,,,,
15332,2018,320,15-Nov,900,71.8,5155,1.76,3.1,126.368,95.1,3.72,283,0,100.1,0.103,7.08,-11.26,41.3,30.97,,,,,,,,
15333,2018,320,15-Nov,930,108,11664,1.91,3.6,206.28,95.1,3.56,278.5,0,100.2,0.103,7.13,-10.79,63.2,43.86,,,,,,,,
15334,2018,320,15-Nov,1000,145.5,21170,2,4.0,291,95,3.45,248.7,0,100.3,0.102,7.19,-10.24,85.5,60.15,,,,,,,,
15335,2018,320,15-Nov,1030,467.5,218556,2.58,6.7,1206.15,87.7,4.46,252.7,0,100.3,0.101,7.28,-9.62,285,178,3.46,0.996,1.476,,1.476,412.5,48.087,26.908
15336,2018,320,15-Nov,1100,693.1,480388,3.71,13.8,2571.401,79.6,4.24,276,0,100.4,0.1,7.36,-8.86,390.5,274.2,4.53,0.9,0.604,1.806,-1.203,410.19,97.741,3.798
15337,2018,320,15-Nov,1130,652.5,425756,4.19,17.6,2733.975,78.4,4.64,301.8,0,100.4,0.099,7.46,-7.92,341.9,224.9,4.82,1.089,1.649,0.524,1.126,409.75,121.265,27.791
15338,2018,320,15-Nov,1200,778,605284,4.34,18.8,3376.52,76.1,5.3,265.5,0,100.4,0.098,7.56,-6.82,402.7,268.2,5.07,1.051,1.91,0.184,1.726,409.57,120.588,38.904
15339,2018,320,15-Nov,1230,852,725904,5.14,26.4,4379.28,69.9,5.72,284,0,100.5,0.097,7.66,-5.91,432.6,288,5.73,1.201,2.578,0.909,1.669,408.73,156.97,2.478
15340,2018,320,15-Nov,1300,494.5,244530,5.12,26.2,2531.84,70.2,4.93,274.8,0,100.5,0.096,7.77,-5.23,247.1,173.6,5.76,1.147,1.412,-0.342,1.754,409.46,101.47,69.089
15341,2018,320,15-Nov,1330,407,165649,5.51,30.4,2242.57,67.1,4.41,291.8,0,100.5,0.095,7.87,-4.78,205.1,148.8,6.19,1.036,-3.711,-0.727,-2.985,411.66,75.982,90.17
15342,2018,320,15-Nov,1400,446.8,199630,5.84,34.1,2609.312,65.3,4.55,308.4,0,100.5,0.095,7.97,-4.41,228.1,158.8,6.49,1.004,-3.433,-0.915,-2.518,414.18,81.513,87.502
15343,2018,320,15-Nov,1430,628.5,395012,6.44,41.5,4047.54,63.2,3.53,265.4,0,100.5,0.094,8.06,-4.04,319.1,206.7,7.11,0.815,-1.862,-0.343,-1.519,415.84,111.583,71.013
15344,2018,320,15-Nov,1500,596.6,355932,6.85,46.9,4086.71,60.6,5.2,276.6,0,100.6,0.093,8.13,-3.7,304.7,185.6,7.39,1,-0.651,-0.447,-0.204,417.44,108.373,80.082
15345,2018,320,15-Nov,1530,299.7,89820,6.37,40.6,1909.089,62.2,4.84,255.8,0,100.6,0.093,8.18,-3.61,147,81,6.94,0.802,2.111,-1.704,3.815,420.52,46.095,48.299
15346,2018,320,15-Nov,1600,104.6,10941,5.72,32.7,598.312,63.7,4,276.5,0,100.7,0.092,8.23,-3.76,53.4,28.13,6.39,0.783,0.731,-1.006,1.738,421.79,16.475,20.801
