Count,,Year,JD,HR MIN,,RAD,NETRAD,PPFD_in,TA,RH,WS,WD,P,kPa,,Vol W C ,Soil T,G,,Sonic T,USTAR,,FC,SC,NEE,CO2,,  H,  LE
15219,,2018,318,30,,0,-51.16,0,5.76,62.9,2.33,276.8,0,101.8,,0.085,10.86,-7.11,,5.73,0.523,,0.948,-0.276,1.224,411.95,,-35.977,5.969
15220,,2018,318,100,,0,-53.3,0,5.62,61.9,2.41,248.7,0,101.9,,0.085,10.82,-7.44,,5.54,0.529,,0.909,0.368,0.542,410.93,,-32.176,18.542
15221,,2018,318,130,,0,-48.78,0,5.39,57.4,2.38,277,0,101.9,,0.084,10.77,-7.76,,5.3,0.566,,1.447,-0.001,1.448,410.59,,-34.18,28.55
15222,,2018,318,200,,0,-43.16,0,5.21,56.1,2.83,275.3,0,101.9,,0.084,10.73,-8.07,,5.13,0.677,,1.527,-0.114,1.641,410.57,,-34.365,31.953
15223,,2018,318,230,,0,-41.41,0,4.89,57.6,3.18,271,0,102,,0.084,10.68,-8.31,,4.87,0.743,,1.429,-0.165,1.594,410.48,,-42.621,28.249
15224,,2018,318,300,,0,-35.87,0,4.7,56.7,2.83,310.1,0,102,,0.084,10.65,-8.49,,4.47,0.633,,1.846,-0.229,2.075,410.7,,-35.069,28.552
15225,,2018,318,330,,0,-37.79,0,4.49,57.7,3.3,250.2,0,102,,0.084,10.61,-8.65,,4.2,0.687,,2.039,0.123,1.917,410.11,,-34.813,33.348
15226,,2018,318,400,,0,-37.65,0,4.34,56.5,2.66,285.1,0,102,,0.083,10.56,-8.81,,3.91,0.484,,1.446,-0.18,1.627,410.29,,-28.73,19.64
15227,,2018,318,430,,0,-44.69,0,4.01,56.7,2.03,300.3,0,102.1,,0.083,10.52,-9,,3.67,0.495,,1.775,-0.354,2.129,410.58,,-33.889,25.096
15228,,2018,318,500,,0,-38.27,0,3.64,56.9,2.44,282.2,0,102.1,,0.083,10.48,-9.2,,3.48,0.54,,1.347,-0.379,1.726,410.87,,-25.125,25.131
15229,,2018,318,530,,0,-37.97,0,3.4,55.6,2.78,255.4,0,102.1,,0.083,10.43,-9.39,,3.39,0.677,,2.126,-0.1,2.225,410.75,,-41.144,35.286
15230,,2018,318,600,,0,-39.41,0,3.11,56.3,3.04,253.8,0,102.2,,0.083,10.39,-9.58,,3.31,0.658,,1.481,-0.246,1.727,410.85,,-33.58,25.37
15231,,2018,318,630,,0,-40.84,0,2.86,57,2.79,280.8,0,102.3,,0.082,10.35,-9.75,,3.23,0.678,,1.796,-0.474,2.27,411.52,,-36.071,30.81
15232,,2018,318,700,,0,-43.1,0,2.72,55.5,2.39,303.4,0,102.3,,0.082,10.31,-9.93,,3.16,0.48,,0.866,-0.287,1.153,411.94,,-21.331,20.389
15233,,2018,318,730,,0.1,-43.85,0.2,2.66,54.4,2.49,296.4,0,102.4,,0.082,10.26,-10.11,,3.21,0.507,,-0.106,-0.102,-0.004,412.08,,-10.873,26.383
15234,,2018,318,800,,3.3,-44.09,7.5,2.56,54.4,2.41,256.7,0,102.4,,0.082,10.22,-10.28,,3.87,0.654,,-0.917,-0.05,-0.868,412.03,,71.83,61.199
15235,,2018,318,830,,24.5,-29.56,44.6,2.49,55.9,3.22,294.3,0,102.5,,0.082,10.19,-10.41,,3.97,0.788,,-0.839,0.073,-0.913,411.77,,81.301,71.08
15236,,2018,318,900,,52.7,-23.16,101.6,2.41,56.9,2.72,270.8,0,102.5,,0.081,10.17,-10.46,,4.29,0.795,,0.568,0.357,0.211,410.86,,116.138,104.039
15237,,2018,318,930,,136.9,36.11,251,2.6,55.7,2.2,259.4,0,102.6,,0.081,10.16,-10.33,,4.76,0.703,,0.227,0.651,-0.424,409.73,,156.564,84.031
15238,,2018,318,1000,,260.1,129,480.8,3.44,50.4,2.54,348.5,0,102.6,,0.081,10.16,-10.08,,4.49,0.737,,-1.247,1.037,-2.283,408.68,,124.149,80.654
15239,,2018,318,1030,,242.4,107.9,467.1,3.39,48.6,2.27,348.4,0,102.6,,0.081,10.18,-9.68,,4.78,0.853,,0.095,0.425,-0.33,407.67,,184.705,144.198
15240,,2018,318,1100,,345.7,202.1,655.1,3.9,46.5,2.96,304.8,0,102.7,,0.081,10.21,-9.16,,4.3,0.836,,-1.114,0.587,-1.701,407.13,,76.702,70.947
15241,,2018,318,1130,,292.4,167.2,568.4,4.16,44.4,2.88,303.7,0,102.7,,0.081,10.24,-8.53,,5.15,0.759,,-1.345,0.129,-1.474,407.22,,186.683,74.237
15242,,2018,318,1200,,297.5,167.6,581.6,4.01,41.4,3.18,273.2,0,102.7,,0.08,10.26,-7.83,,5.53,0.991,,-2.95,0.041,-2.991,406.91,,287.339,95.31
15243,,2018,318,1230,,309.1,171,606.3,4.23,35.3,2.61,259.6,0,102.7,,0.08,10.3,-7.38,,5.14,0.848,,-0.831,0.168,-1,406.87,,157.519,60.668
15244,,2018,318,1300,,319.5,180.3,616.9,3.88,36.2,3.04,320.8,0,102.7,,0.08,10.34,-6.93,,5.07,0.89,,-1.455,-0.195,-1.261,406.78,,158.288,91.697
15245,,2018,318,1330,,521.4,341.5,993,5.08,34.4,2.29,17.9,0,102.7,,0.08,10.38,-6.66,,5.33,0.86,,-0.109,0.839,-0.948,406.69,,148.732,60.953
15246,,2018,318,1400,,415,259.5,797,5.09,33.7,2.71,350.9,0,102.6,,0.08,10.41,-6.46,,5.21,0.793,,-0.566,0.109,-0.675,406.45,,73.664,58.949
15247,,2018,318,1430,,304.4,176.8,586.6,4.71,34.3,2.68,346.9,0,102.7,,0.08,10.43,-6.22,,4.8,0.72,,1.038,-0.325,1.363,406.62,,24.725,51.213
15248,,2018,318,1500,,333.1,190.8,635.3,4.69,32.4,1.95,286.5,0,102.7,,0.08,10.44,-6.09,,4.56,0.646,,0.815,0.11,0.705,406.34,,-8.569,57.736
15249,,2018,318,1530,,247.2,120.2,474.5,4.87,33.3,1.84,0.3,0,102.7,,0.079,10.43,-6.2,,4.1,0.5,,1.264,0.069,1.196,406.46,,-22.743,36.097
15250,,2018,318,1600,,198,75.1,375.1,4.72,32.3,1.45,268.7,0,102.7,,0.079,10.42,-6.53,,3.71,0.377,,0.794,-0.253,1.047,406.8,,-21.518,14.485
15251,,2018,318,1630,,114.6,19.02,218.6,4.16,33.3,1.08,303,0,102.8,,0.079,10.38,-6.96,,3.29,0.25,,1.744,-0.884,2.628,407.94,,-26.844,13.46
15252,,2018,318,1700,,63.9,-19.97,123.1,3.85,35.3,1.37,350.2,0,102.8,,0.079,10.34,-7.47,,2.97,0.332,,1.682,-0.619,2.301,408.84,,-31.783,20.392
15253,,2018,318,1730,,23.2,-46.88,44.7,3.37,35.1,1.31,314.6,0,102.8,,0.079,10.29,-7.97,,2.92,0.284,,1.712,-0.268,1.98,408.72,,-22.908,18.04
15254,,2018,318,1800,,2.3,-49.74,5.8,2.95,37.2,1.26,339.8,0,102.9,,0.079,10.24,-8.45,,2.6,0.321,,1.995,-0.288,2.283,408.74,,-23.523,21.776
15255,,2018,318,1830,,0,-48.27,0.1,2.45,40.6,1.22,27.3,0,102.9,,0.078,10.19,-8.89,,2.23,0.25,,1.726,-0.591,2.317,409.29,,-18.011,9.523
15256,,2018,318,1900,,0,-44.1,0,2.27,39.6,1.13,334.6,0,103,,0.079,10.14,-9.28,,1.95,0.225,,0.925,-0.208,1.133,409.48,,-22.945,5.368
15257,,2018,318,1930,,0,-43.21,0,2.18,38.6,1.28,336.8,0,103,,0.078,10.09,-9.61,,1.58,0.265,,2.008,-0.762,2.77,411.03,,-25.433,17.053
15258,,2018,318,2000,,0,-43.07,0,1.85,38.6,2.02,352.9,0,103,,0.078,10.04,-9.88,,1.67,0.357,,1.697,-0.255,1.952,411.09,,-26.145,11.582
15259,,2018,318,2030,,0,-47.55,0,1.45,39.8,1.55,341.6,0,103,,0.078,9.99,-10.14,,1.53,0.338,,1.48,-0.079,1.559,410.67,,-22.072,12.212
15260,,2018,318,2100,,0,-45.58,0,1.14,39.9,1.19,6.3,0,103.1,,0.078,9.94,-10.39,,1.32,0.24,,0.75,-0.264,1.015,410.79,,-12.77,1.966
15261,,2018,318,2130,,0,-42.15,0,0.84,40.9,1.83,12.4,0,103.1,,0.078,9.89,-10.62,,1.1,0.384,,1.559,-0.314,1.873,411.01,,-19.937,11.848
15262,,2018,318,2200,,0,-37.17,0,0.97,42.3,1.86,14,0,103.1,,0.078,9.85,-10.82,,0.96,0.373,,1.102,0.655,0.447,409.78,,-19.175,10.082
15263,,2018,318,2230,,0,-37.55,0,0.8,44.4,1.45,350.1,0,103.2,,0.077,9.81,-10.97,,0.73,0.27,,0.981,0.018,0.963,409.49,,-12.582,7.186
15264,,2018,318,2300,,0,-35.61,0,0.55,46.7,0.78,40,0,103.3,,0.077,9.77,-11.07,,0.41,0.153,,0.239,-0.426,,410.05,,-7.158,1.768
15265,,2018,318,2330,,-0.1,-34.91,0,0.38,46.4,0.92,48.6,0,103.2,,0.077,9.73,-11.17,,0.16,0.15,,0.19,-0.913,,411.78,,-11.268,2.233
15266,,2018,318,2400,,0,-35.24,0.1,0.25,44.7,1.26,354.7,0,103.2,,0.077,9.68,-11.28,,-0.05,0.171,,0.922,-0.194,,412.01,,-9.49,0.828
15267,,2018,319,30,,0,-38.35,0,-0.01,46.4,1.23,21.6,0,103.3,,0.077,9.64,-11.37,,0,0.293,,2.118,-0.091,2.209,411.82,,-14.651,14.225
15268,,2018,319,100,,-0.1,-32.1,0,-0.38,49.9,1.3,315.8,0,103.3,,0.077,9.6,-11.45,,0,0.391,,1.838,-0.04,1.878,411.35,,-14.547,24.373
15269,,2018,319,130,,-0.1,-32.25,0,-0.62,52.1,1.19,32.5,0,103.3,,0.077,9.57,-11.53,,-0.05,0.25,,0.71,-0.307,1.017,411.65,,-9.262,8.246
15270,,2018,319,200,,-0.1,-26.15,0,-0.79,52.7,1.22,0.1,0,103.2,,0.077,9.53,-11.61,,-0.11,0.28,,1.374,-0.457,1.831,412.38,,-11.822,14.149
15271,,2018,319,230,,-0.1,-24.62,0,-0.71,51.2,1.66,24,0,103.2,,0.077,9.5,-11.66,,-0.1,0.331,,1.428,-0.191,1.619,412.93,,-11.944,15.718
15272,,2018,319,300,,-0.1,-25.59,0,-0.67,48.9,1.88,25.3,0,103.2,,0.077,9.47,-11.71,,-0.22,0.346,,0.581,-0.234,0.814,413.5,,-7.205,7.445
15273,,2018,319,330,,-0.1,-26.42,0,-0.75,48.2,1.6,325.9,0,103.2,,0.076,9.44,-11.73,,-0.35,0.359,,1.343,-0.245,1.588,413.91,,-20.33,12.842
15274,,2018,319,400,,-0.1,-21.99,0,-0.78,49.1,1.76,34.7,0,103.2,,0.076,9.41,-11.74,,-0.48,0.369,,1.132,-0.134,1.266,414.15,,-16.437,5.668
15275,,2018,319,430,,0,-23.45,0.1,-0.78,48.9,1.79,349.5,0,103.2,,0.076,9.37,-11.76,,-0.34,0.356,,0.88,0.11,0.771,413.92,,-7.381,9.991
15276,,2018,319,500,,0,-25.62,0.1,-0.9,49.9,1.96,115.8,0,103.2,,0.076,9.35,-11.81,,-0.24,0.474,,2.301,0.245,2.056,413.2,,-9.294,17.363
15277,,2018,319,530,,0,-36.18,0.1,-1.07,51.8,1.88,64.7,0,103.2,,0.076,9.32,-11.88,,-0.11,0.442,,2.932,0.935,1.998,410.91,,-9.545,17.888
15278,,2018,319,600,,0,-24.53,0.1,-1.17,52.8,1.93,34.1,0,103.2,,0.076,9.29,-11.92,,-0.06,0.471,,1.632,0.724,0.908,409.19,,-6.494,14.685
15279,,2018,319,630,,0,-16.62,0.1,-0.99,53.2,1.81,50.7,0,103.1,,0.076,9.26,-11.96,,0,0.452,,1.607,0.363,1.244,408.67,,-4.248,17.812
15280,,2018,319,700,,0,-15.43,0.1,-0.9,53,1.81,62.2,0,103.1,,0.076,9.24,-11.96,,0.16,0.337,,0.577,0.069,0.508,408.66,,-1.284,6.351
15281,,2018,319,730,,0,-14.36,0.2,-0.77,51.2,2.15,6.5,0,103.1,,0.076,9.21,-11.94,,0.33,0.386,,0.598,-0.03,0.629,408.92,,1.734,7.785
15282,,2018,319,800,,0.8,-12.09,2,-0.71,50.7,2.22,65.1,0,103.1,,0.076,9.19,-11.89,,,,,,,,,,,
15283,,2018,319,830,,5.7,-7.19,10.9,-0.64,51.4,2.11,56.8,0,103,,0.076,9.18,-11.82,,,,,,,,,,,
15284,,2018,319,900,,15.4,0.21,29.5,-0.48,52.6,2.14,16.5,0,103.1,,0.075,9.17,-11.72,,,,,,,,,,,
15285,,2018,319,930,,26.9,10.05,51.9,-0.3,54.5,2.45,26.9,0,103,,0.076,9.16,-11.56,,,,,,,,,,,
15286,,2018,319,1000,,49.3,28.49,94.4,-0.03,55.8,2.32,4.9,0,103,,0.075,9.16,-11.36,,,,,,,,,,,
15287,,2018,319,1030,,45.9,25.75,90.4,0.33,57.6,2.37,29.5,0,102.9,,0.075,9.17,-11.12,,,,,,,,,,,
15288,,2018,319,1100,,41.3,22.96,86,0.6,59.5,2.7,27.2,0,102.9,,0.075,9.17,-10.89,,,,,,,,,,,
15289,,2018,319,1130,,34.7,19.44,77,0.92,61.3,2.54,40.9,0,102.8,,0.075,9.16,-10.72,,,,,,,,,,,
15290,,2018,319,1200,,37.4,22.94,83.3,1.18,69.9,2.93,27.4,0,102.7,,0.075,9.14,-10.74,,,,,,,,,,,
15291,,2018,319,1230,,19.5,-6.59,50.1,0.64,83.8,2.21,354.7,0,102.7,,0.075,9.11,-10.86,,,,,,,,,,,
15292,,2018,319,1300,,9.9,-3.19,29,0.01,92.2,2.5,17.8,0,102.6,,0.075,9.08,-11.06,,,,,,,,,,,
15293,,2018,319,1330,,4,5.38,12.9,-0.21,96,2.36,35.7,0,102.6,,0.075,9.06,-11.21,,,,,,,,,,,
15294,,2018,319,1400,,5.7,3.13,17.6,-0.31,97.4,2.44,38.2,0,102.5,,0.075,9.03,-11.3,,,,,,,,,,,
15295,,2018,319,1430,,3.7,-2.32,10.9,-0.23,98,2.33,83.1,0,102.4,,0.075,9.02,-11.32,,,,,,,,,,,
15296,,2018,319,1500,,3.9,-8.89,11.6,-0.11,98.4,2.42,93.4,0,102.2,,0.075,9,-11.3,,,,,,,,,,,
15297,,2018,319,1530,,5.4,-17,15.1,0.06,98.6,2.96,44.5,0,102.1,,0.075,8.99,-11.27,,,,,,,,,,,
15298,,2018,319,1600,,6.1,-22.7,15.3,0.19,98.8,2.59,41.9,0,102,,0.075,8.97,-11.24,,,,,,,,,,,
15299,,2018,319,1630,,4.6,-19.08,10.3,0.23,98.7,2.24,17.5,0,102,,0.075,8.96,-11.23,,,,,,,,,,,
15300,,2018,319,1700,,3.1,-23.63,6.3,0.25,98.9,2.86,7.1,0,102,,0.074,8.94,-11.23,,,,,,,,,,,
15301,,2018,319,1730,,1.3,-48,2.5,0.4,99.1,3.21,302.3,0,101.9,,0.075,8.92,-11.54,,,,,,,,,,,
15302,,2018,319,1800,,0.1,-136.8,0.5,0.61,99.2,3.35,30.6,0,101.7,,0.075,8.87,-12.55,,,,,,,,,,,
15303,,2018,319,1830,,0,-178.7,0.1,0.89,99.3,3.19,35.4,0,101.6,,0.074,8.73,-13.04,,,,,,,,,,,
15304,,2018,319,1900,,0,2.23,0,1.79,99.2,3.05,34,0,101.6,,0.075,8.48,-13.38,,,,,,,,,,,
15305,,2018,319,1930,,0,2.1,0,3.09,99,3.67,350.5,0.508,101.5,,0.077,8.23,-13.18,,,,,,,,,,,
15306,,2018,319,2000,,0,2.44,0,3.74,98.7,3.51,54,6.604,101.4,,0.081,7.93,-13.58,,,,,,,,,,,
15307,,2018,319,2030,,0,1.88,0,4.54,98.6,4.68,89.2,9.14,101.2,,0.086,7.66,-14.59,,,,,,,,,,,
15308,,2018,319,2100,,0,2.04,0,5.23,98.1,6.02,78.1,5.334,101.1,,0.09,7.39,-14.93,,,,,,,,,,,
15309,,2018,319,2130,,0,1.53,0,5.57,97.3,4.5,57.5,1.27,101,,0.093,7.31,-15.26,,,,,,,,,,,
15310,,2018,319,2200,,0,-0.18,0,5.72,97.1,5.04,111.7,1.778,100.9,,0.096,7.14,-15.47,,,,,,,,,,,
15311,,2018,319,2230,,0,-0.68,0,5.85,96.9,5.75,67.5,0.254,100.7,,0.098,6.99,-16.08,,,,,,,,,,,
15312,,2018,319,2300,,0,1.69,0,6.18,96.9,5.16,56.7,0.254,100.6,,0.099,6.97,-15.72,,,,,,,,,,,
15313,,2018,319,2330,,0,0.8,0,6.9,96.3,5.68,67.5,0,100.5,,0.099,6.96,-15.2,,,,,,,,,,,
15314,,2018,319,2400,,0,-0.96,0,7.04,95.8,6.83,61.7,0.508,100.3,,0.1,6.94,-14.83,,,,,,,,,,,
15315,,2018,320,30,,0,1.43,0,7.1,95.8,5.98,53.4,0.254,100.1,,0.101,6.88,-14.75,,,,,,,,,,,
15316,,2018,320,100,,0,0.24,0,7.23,95.6,5.98,55.5,0.254,100.1,,0.102,6.83,-14.66,,,,,,,,,,,
15317,,2018,320,130,,0,0.96,0,7.39,95.9,5.72,64.9,0,100,,0.102,6.81,-14.35,,,,,,,,,,,
15318,,2018,320,200,,0,1.89,0,7.65,96.2,4.67,70.6,0.254,99.9,,0.102,6.8,-13.98,,,,,,,,,,,
15319,,2018,320,230,,0,2.74,0,7.92,96.6,4.68,329.7,0,99.8,,0.102,6.81,-13.59,,,,,,,,,,,
15320,,2018,320,300,,0,2.9,0,8.42,96.7,4.69,70.6,0.254,99.7,,0.102,6.83,-13.19,,,,,,,,,,,
15321,,2018,320,330,,0,2.24,0,8.69,96.6,3.84,51.2,0,99.6,,0.102,6.87,-12.76,,,,,,,,,,,
15322,,2018,320,400,,0,2.06,0,8.88,96.8,3.8,113.8,0.254,99.5,,0.102,6.91,-12.41,,,,,,,,,,,
15323,,2018,320,430,,0,2.6,0,9.04,97.1,3.05,89.8,0.254,99.4,,0.102,6.96,-12.13,,,,,,,,,,,
15324,,2018,320,500,,0,2.96,0,9.17,97.3,2.86,31.4,0.508,99.3,,0.101,7.02,-11.73,,,,,,,,,,,
15325,,2018,320,530,,0,3.13,0,9.34,97.6,2.45,244.1,0.254,99.1,,0.102,7.05,-11.57,,,,,,,,,,,
15326,,2018,320,600,,0,0.59,0,7.65,96.6,4.94,279,2.286,99.1,,0.104,7.05,-11.25,,,,,,,,,,,
15327,,2018,320,630,,0,-2.87,0,3.11,97.2,7.31,316.2,1.27,99.4,,0.106,6.98,-11.53,,,,,,,,,,,
15328,,2018,320,700,,0,-4.1,0,1.59,97.1,6.92,309.6,1.016,99.6,,0.106,6.97,-11.52,,,,,,,,,,,
15329,,2018,320,730,,0,-11.25,0.2,1.12,97.2,5.65,253,0.508,99.7,,0.106,6.98,-11.59,,,,,,,,,,,
15330,,2018,320,800,,3.5,-8.74,7.2,1.13,96.9,4.77,19.8,0.254,99.8,,0.105,7,-11.65,,,,,,,,,,,
15331,,2018,320,830,,22.1,5.73,36.8,1.4,96.2,4.06,281.6,0,99.9,,0.104,7.04,-11.56,,,,,,,,,,,
15332,,2018,320,900,,41.3,30.97,71.8,1.76,95.1,3.72,283,0,100.1,,0.103,7.08,-11.26,,,,,,,,,,,
15333,,2018,320,930,,63.2,43.86,108,1.91,95.1,3.56,278.5,0,100.2,,0.103,7.13,-10.79,,,,,,,,,,,
15334,,2018,320,1000,,85.5,60.15,145.5,2,95,3.45,248.7,0,100.3,,0.102,7.19,-10.24,,,,,,,,,,,
15335,,2018,320,1030,,285,178,467.5,2.58,87.7,4.46,252.7,0,100.3,,0.101,7.28,-9.62,,3.46,0.996,,1.476,,1.476,412.5,,48.087,26.908
15336,,2018,320,1100,,390.5,274.2,693.1,3.71,79.6,4.24,276,0,100.4,,0.1,7.36,-8.86,,4.53,0.9,,0.604,1.806,-1.203,410.19,,97.741,3.798
15337,,2018,320,1130,,341.9,224.9,652.5,4.19,78.4,4.64,301.8,0,100.4,,0.099,7.46,-7.92,,4.82,1.089,,1.649,0.524,1.126,409.75,,121.265,27.791
15338,,2018,320,1200,,402.7,268.2,778,4.34,76.1,5.3,265.5,0,100.4,,0.098,7.56,-6.82,,5.07,1.051,,1.91,0.184,1.726,409.57,,120.588,38.904
15339,,2018,320,1230,,432.6,288,852,5.14,69.9,5.72,284,0,100.5,,0.097,7.66,-5.91,,5.73,1.201,,2.578,0.909,1.669,408.73,,156.97,2.478
15340,,2018,320,1300,,247.1,173.6,494.5,5.12,70.2,4.93,274.8,0,100.5,,0.096,7.77,-5.23,,5.76,1.147,,1.412,-0.342,1.754,409.46,,101.47,69.089
15341,,2018,320,1330,,205.1,148.8,407,5.51,67.1,4.41,291.8,0,100.5,,0.095,7.87,-4.78,,6.19,1.036,,-3.711,-0.727,-2.985,411.66,,75.982,90.17
15342,,2018,320,1400,,228.1,158.8,446.8,5.84,65.3,4.55,308.4,0,100.5,,0.095,7.97,-4.41,,6.49,1.004,,-3.433,-0.915,-2.518,414.18,,81.513,87.502
15343,,2018,320,1430,,319.1,206.7,628.5,6.44,63.2,3.53,265.4,0,100.5,,0.094,8.06,-4.04,,7.11,0.815,,-1.862,-0.343,-1.519,415.84,,111.583,71.013
15344,,2018,320,1500,,304.7,185.6,596.6,6.85,60.6,5.2,276.6,0,100.6,,0.093,8.13,-3.7,,7.39,1,,-0.651,-0.447,-0.204,417.44,,108.373,80.082
15345,,2018,320,1530,,147,81,299.7,6.37,62.2,4.84,255.8,0,100.6,,0.093,8.18,-3.61,,6.94,0.802,,2.111,-1.704,3.815,420.52,,46.095,48.299
15346,,2018,320,1600,,53.4,28.13,104.6,5.72,63.7,4,276.5,0,100.7,,0.092,8.23,-3.76,,6.39,0.783,,0.731,-1.006,1.738,421.79,,16.475,20.801
15347,,2018,320,1630,,75.2,36.25,131,5.6,63.3,3.85,301.9,0,100.7,,0.091,8.26,-4.02,,6.32,0.88,,2.56,-0.249,2.809,422.15,,7.041,72.546
15348,,2018,320,1700,,26.8,4.17,53,5.5,61.9,3.66,255.6,0,100.8,,0.091,8.28,-4.36,,6.21,0.747,,2.171,0.269,1.902,421.42,,-12.211,53.954
15349,,2018,320,1730,,13.5,-8.71,26.3,5.32,62,3.61,284.9,0,100.8,,0.09,8.29,-4.72,,6.03,0.836,,2.351,0.24,2.111,420.61,,-19.75,46.822
15350,,2018,320,1800,,1.7,-16.25,4.1,5.16,62.8,3.13,265.4,0,100.9,,0.09,8.3,-5.07,,5.93,0.652,,1.498,-0.014,1.511,420.4,,-20.348,25.333
15351,,2018,320,1830,,0,-18.56,0,5.2,61.8,3.45,256,0,100.9,,0.09,8.3,-5.39,,5.96,0.65,,2.139,0.391,1.748,419.58,,-22.585,11.105
15352,,2018,320,1900,,0,-20.8,0,5.17,61.3,3.32,298.1,0,101,,0.089,8.3,-5.68,,5.93,0.724,,2.591,0.195,2.396,419.1,,-31.118,38.478
15353,,2018,320,1930,,0,-21.84,0,5.32,58.1,4.11,276.6,0,101,,0.089,8.3,-5.95,,6.04,0.85,,2.878,0.729,2.149,417.72,,-25.817,31.443
15354,,2018,320,2000,,0,-51.22,0,5.06,59.6,3.34,267.2,0,101,,0.089,8.28,-6.27,,5.75,0.658,,3.22,-0.592,3.811,418.63,,-56.503,29.195
15355,,2018,320,2030,,0,-63.5,0,4.51,62.8,2.79,255.2,0,101.1,,0.088,8.25,-6.63,,5.29,0.563,,0.304,-1.175,1.48,420.42,,-43.791,13.064
15356,,2018,320,2100,,0,-70.4,0,4.08,64.7,2.86,274.2,0,101.1,,0.088,8.22,-7.06,,4.87,0.608,,2.229,-0.634,2.863,421.15,,-57.241,10.298
15357,,2018,320,2130,,0,-69.35,0,3.68,65.8,2.15,241.5,0,101.1,,0.087,8.19,-7.52,,4.44,0.436,,1.022,-0.078,1.1,420.73,,-39.468,6.3
15358,,2018,320,2200,,0,-67.28,0,2.9,71.6,1.83,250.1,0,101.2,,0.087,8.16,-7.99,,3.71,0.309,,0.578,-1.591,2.168,423.05,,-30.696,1.199
15359,,2018,320,2230,,0,-42.5,0,2.59,73.8,1.92,222.2,0,101.3,,0.087,8.14,-8.35,,3.54,0.31,,0.745,-0.614,1.36,423.92,,-25.778,1.982
15360,,2018,320,2300,,0,-26.52,0,3.34,69.6,2.6,254.2,0,101.3,,0.086,8.11,-8.61,,4.28,0.488,,2.944,0.586,2.358,423.78,,-36.199,13.994
15361,,2018,320,2330,,0,-64.02,0,3.42,68.2,2.5,244.3,0,101.3,,0.087,8.08,-8.79,,4.23,0.484,,1.61,0.77,0.84,422.21,,-34.236,1.099
15362,,2018,320,2400,,0,-68.09,0,2.98,70.2,2.15,246.9,0,101.3,,0.086,8.05,-8.97,,3.77,0.389,,0.875,-0.185,1.06,421.94,,-39.05,0.788
15363,,2018,321,30,,0,-67.27,0,2.31,74.5,2.23,239.5,0,101.4,,0.086,8.01,-9.23,,3.12,0.364,,2.302,-1.967,4.269,425.23,,-41.691,6.339
15364,,2018,321,100,,0,-66.83,0,1.82,78.1,2.2,235,0,101.4,,0.086,7.98,-9.52,,2.68,0.407,,1.728,-0.897,2.625,426.45,,-42.648,-1.815
15365,,2018,321,130,,0,-68.49,0,1.87,77.9,2.99,245.5,0,101.4,,0.085,7.96,-9.77,,2.84,0.552,,4.272,0.792,3.48,424.79,,-71.229,-2.487
15366,,2018,321,200,,0,-69.05,0,2.18,76.1,3.01,249.9,0,101.4,,0.085,7.93,-9.94,,3.06,0.661,,1.043,0.912,0.132,423.27,,-57.555,0.189
15367,,2018,321,230,,0,-68.38,0,2.2,76,3.17,196.4,0,101.5,,0.084,7.91,-10.05,,3.08,0.612,,1.143,-0.047,1.19,423.39,,-49.302,-1.995
15368,,2018,321,300,,0,-58.75,0,2.28,75.8,3.09,277.5,0,101.5,,0.084,7.9,-10.05,,3.21,0.533,,1.208,-0.038,1.247,423.6,,-40.987,-0.078
15369,,2018,321,330,,0,-14.8,0,2.94,73.2,2.55,282.9,0,101.5,,0.084,7.9,-9.92,,3.88,0.493,,1.213,0.518,0.695,423.49,,-23.53,3.726
15370,,2018,321,400,,0,-13.59,0,3.28,72.2,2.6,256.1,0,101.6,,0.084,7.91,-9.67,,4.13,0.478,,0.153,-0.018,0.17,424.05,,-30.605,5.04
15371,,2018,321,430,,0,-13.24,0,3.38,72.3,2.19,229.4,0,101.6,,0.085,7.92,-9.35,,4.19,0.506,,0.74,-0.507,1.247,425.32,,-19.153,6.615
15372,,2018,321,500,,0,-12.98,0,3.51,72,2.28,255.7,0,101.6,,0.084,7.94,-9.03,,4.36,0.483,,1.159,0.172,0.987,425.13,,-15.853,9.202
15373,,2018,321,530,,0,-13.2,0,3.67,71.3,2.01,276.6,0,101.7,,0.084,7.96,-8.72,,4.51,0.439,,1.379,0.361,1.018,424.59,,-18.3,7.364
15374,,2018,321,600,,0,-12.98,0,3.8,71.1,1.99,262.2,0,101.7,,0.083,7.98,-8.44,,4.63,0.353,,1.016,0.174,0.842,424.39,,-14.477,8.589
15375,,2018,321,630,,0,-13.19,0,3.9,71,1.87,294.5,0,101.7,,0.084,8.01,-8.19,,4.75,0.467,,2.739,0.675,2.064,423.06,,-24.712,15.109
15376,,2018,321,700,,0,-14.57,0,4.02,70.5,1.88,252.3,0,101.8,,0.083,8.03,-7.98,,4.85,0.416,,1.228,0.5,0.728,422.14,,-16.773,3.78
15377,,2018,321,730,,0.1,-18.06,0.1,4,70.9,1.67,256.9,0,101.8,,0.083,8.05,-7.83,,4.79,0.364,,1.018,-0.294,1.311,422.76,,-18.607,8.107
15378,,2018,321,800,,3.8,-28.24,8.2,3.82,72.4,1.79,273.2,0,101.8,,0.082,8.06,-7.72,,4.64,0.34,,1.293,-0.637,1.93,423.9,,-20.562,6.135
