Count,,Year,JD,HR MIN,,RAD,NETRAD,PPFD_in,TA,RH,WS,WD,P,kPa,,Vol W C ,Soil T,G,,Sonic T,USTAR,,FC,SC,NEE,CO2,,  H,  LE
2768,,2018,58,1500,,615.9,391.3,1215,11.72,29,1.9,252.6,0,102.2,,0.075,7.81,6.92,,12.12,0.706,,-2.188,-0.018,-2.17,413.59,,334.431,
2769,,2018,58,1530,,560.6,342.7,1102,12.19,27.3,2.27,313,0,102.2,,0.075,7.95,7.38,,12.4,0.506,,2.994,0.753,2.241,412.56,,164.708,
2770,,2018,58,1600,,494.3,287.6,969,12.23,26.8,2.08,243.8,0,102.2,,0.075,8.01,7.62,,12.45,0.476,,-0.583,0.49,-1.073,411.5,,177.335,
2771,,2018,58,1630,,416.1,222.7,808,12.54,26.5,1.96,304.3,0,102.2,,0.075,7.99,7.41,,12.83,0.621,,0.979,-0.73,1.708,413.61,,175.693,
2772,,2018,58,1700,,332.1,148,635.2,12.24,27.2,2.02,219.1,0,102.2,,0.074,7.97,6.89,,12.69,0.437,,-0.817,-0.776,-0.041,414.94,,92.751,
2773,,2018,58,1730,,242.6,76.8,452.7,12.26,26.8,2.35,256.1,0,102.2,,0.074,7.9,6.16,,12.67,0.417,,-0.282,0.047,-0.33,414.86,,43.845,
2774,,2018,58,1800,,153.6,1.2,271.3,12.05,27.2,1.49,227.2,0,102.2,,0.074,7.82,5.26,,12.58,0.238,,0.113,0.532,-0.419,413.35,,9.915,
2775,,2018,58,1830,,61.5,-49.37,106.8,11.52,30.7,1.68,188,0,102.3,,0.073,7.74,4.14,,11.97,0.22,,0.025,0.102,-0.076,412.35,,-9.908,7.818
2776,,2018,58,1900,,8,-74.2,16.9,9.99,40.4,2.12,142.1,0,102.3,,0.073,7.66,2.87,,10.12,0.357,,2.858,-1.12,3.977,412.66,,-71.962,64.345
2777,,2018,58,1930,,0.2,-78.5,0.3,7.74,47.8,2.54,155.5,0,102.3,,0.073,7.57,1.55,,8.32,0.471,,2.808,-1.501,4.309,412.74,,-53.744,21.516
2778,,2018,58,2000,,0,-75.6,0,6.65,51,2.37,158.7,0,102.2,,0.073,7.47,0.28,,7.33,0.409,,0.894,-0.967,1.861,413.3,,-30.25,3.556
2779,,2018,58,2030,,0,-70.1,0,5.73,54.4,2.1,154.8,0,102.2,,0.073,7.37,-0.87,,6.41,0.329,,0.504,-0.919,1.423,413.99,,-24.235,-0.648
2780,,2018,58,2100,,0,-61.6,0,4.97,57.1,2.32,172.2,0,102.1,,0.073,7.29,-1.9,,5.84,0.384,,1.024,-0.696,1.72,414.4,,-34.554,-2.331
2781,,2018,58,2130,,0,-70.8,0,4.87,56.2,2.69,211.3,0,102.1,,0.072,7.19,-2.77,,5.85,0.45,,1.719,-0.071,1.789,414.4,,-48.061,2.68
2782,,2018,58,2200,,0,-72.3,0,4.86,55.6,2.58,206.1,0,102.1,,0.072,7.09,-3.51,,5.65,0.48,,1.357,0.242,1.115,413.86,,-50.969,9.79
2783,,2018,58,2230,,0,-69.28,0,3.97,61.7,2.23,185.4,0,102.1,,0.072,6.99,-4.19,,4.59,0.316,,0.581,-0.924,1.505,414.57,,-29.371,-0.159
2784,,2018,58,2300,,-0.1,-66.8,-0.1,2.97,65.8,2.14,169.1,0,102.1,,0.072,6.89,-4.81,,3.79,0.33,,1.299,-0.789,2.089,414.81,,-35.342,2.005
2785,,2018,58,2330,,-0.2,-67.68,-0.2,2.44,67.2,2.26,197,0,102.1,,0.072,6.8,-5.41,,3.31,0.293,,1.507,-0.348,1.855,414.78,,-30.287,0.17
2786,,2018,58,2400,,-0.2,-66.7,-0.3,2.16,67.5,2.01,191.4,0,102.1,,0.072,6.71,-5.96,,3.23,0.258,,0.825,0.257,0.568,413.79,,-26.539,-0.961
2787,,2018,59,30,,-0.2,-66.4,-0.4,2.54,66.2,2.34,207.6,0,102.1,,0.072,6.62,-6.45,,3.67,0.348,,1.07,0.862,0.207,412.47,,-40.234,-0.296
2788,,2018,59,100,,-0.2,-66.56,-0.3,2.8,66.5,1.88,201.5,0,102,,0.072,6.54,-6.85,,3.74,0.319,,0.788,0.282,0.506,412.23,,-32.795,-0.383
2789,,2018,59,130,,-0.2,-65.38,-0.3,2.39,69.1,1.86,229.9,0,102,,0.072,6.46,-7.18,,3.3,0.254,,0.384,-0.391,0.775,412.49,,-24.804,-0.38
2790,,2018,59,200,,-0.3,-65.23,-0.4,2.07,70.8,1.99,220.8,0,101.9,,0.072,6.38,-7.47,,3.01,0.249,,0.412,-0.314,0.726,412.7,,-25.705,-0.261
2791,,2018,59,230,,-0.3,-62,-0.4,1.78,71.8,1.56,202.8,0,101.9,,0.072,6.3,-7.73,,2.69,0.172,,0.244,-0.443,,413.23,,-14.994,-0.035
2792,,2018,59,300,,-0.3,-60.01,-0.4,1.31,74.4,1.64,202.2,0,101.9,,0.071,6.24,-7.96,,2.21,0.152,,0.23,-0.414,,413.44,,-13.271,-0.62
2793,,2018,59,330,,-0.3,-48.09,-0.4,0.66,76.6,1.48,176.4,0,101.9,,0.071,6.18,-8.14,,1.52,0.15,,0.254,-0.874,,414.36,,-9.492,-0.105
2794,,2018,59,400,,-0.3,-47.04,-0.3,0.26,77.3,1.69,207.6,0,101.8,,0.071,6.13,-8.26,,1.22,0.225,,1.12,-0.56,1.68,414.98,,-19.09,1.389
2795,,2018,59,430,,-0.3,-42.79,-0.3,0.29,76,1.76,164.3,0,101.8,,0.071,6.09,-8.33,,1.38,0.207,,0.436,0.323,0.114,414.33,,-15.62,-0.338
2796,,2018,59,500,,-0.3,-40.11,-0.2,0.76,72.2,1.7,198,0,101.8,,0.071,6.04,-8.35,,1.92,0.225,,0.546,0.56,-0.014,413.81,,-19.84,0.388
2797,,2018,59,530,,-0.3,-37.69,-0.4,0.97,71,1.43,211.9,0,101.8,,0.071,5.99,-8.35,,1.89,0.195,,0.227,0.133,,413.83,,-12.894,0.37
2798,,2018,59,600,,-0.3,-35.07,-0.4,0.93,70.3,1.6,152.8,0,101.8,,0.071,5.94,-8.33,,1.89,0.181,,0.521,-0.141,,414.09,,-18.97,0.831
2799,,2018,59,630,,-0.3,-48.71,-0.4,0.89,68.9,1.61,179.1,0,101.8,,0.071,5.9,-8.35,,2,0.222,,1.083,-0.081,1.164,414.2,,-31.393,0.444
2800,,2018,59,700,,-0.3,-48.34,-0.4,0.91,68.6,1.03,116.4,0,101.8,,0.071,5.85,-8.39,,1.7,0.191,,0.699,-0.185,,414.63,,-19.789,3.177
2801,,2018,59,730,,0.4,-33.73,0.7,0.34,72.9,1.48,193.4,0,101.7,,0.071,5.81,-8.45,,1.19,0.136,,0.189,-0.924,,415.79,,-10.905,0.077
2802,,2018,59,800,,12.7,-40.18,24.7,0.28,71.1,1.81,197.6,0,101.7,,0.071,5.82,-8.49,,1.49,0.222,,1.432,-0.205,1.637,416.15,,-32.023,4.01
2803,,2018,59,830,,56.4,-10.6,109.2,1.01,66.8,1.75,176.8,0,101.6,,0.071,5.86,-8.44,,2.28,0.276,,1.54,1.11,0.43,414.83,,-10.181,3.564
2804,,2018,59,900,,179.9,72.8,321.3,2.46,62.7,2.2,192.8,0,101.6,,0.071,5.94,-8.21,,3.89,0.43,,3.591,1.767,1.824,413.14,,19.476,1.998
2805,,2018,59,930,,240.3,108.3,455.9,4.49,56.7,2.27,233,0,101.5,,0.071,6.06,-7.72,,5.87,0.477,,0.433,2.33,-1.896,411.03,,32.333,35.673
2806,,2018,59,1000,,364.6,216.3,692.9,6.46,53,2.58,195.1,0,101.5,,0.072,6.18,-6.85,,7.77,0.64,,-0.937,1.912,-2.849,409.68,,120.661,60.838
2807,,2018,59,1030,,323,185.5,639.3,8.42,48.4,2.62,226.7,0,101.4,,0.072,6.42,-5.63,,9.85,0.692,,-0.236,1.954,-2.19,408.16,,63.039,71.643
2808,,2018,59,1100,,501.3,309.7,994,10.37,42.8,3.19,186.7,0,101.3,,0.072,6.67,-3.92,,11.6,0.78,,-1.469,1.53,-2.999,407.53,,209.572,10.465
2809,,2018,59,1130,,585.7,374,1166,11.7,40.3,4.64,165.7,0,101.3,,0.073,6.89,-1.82,,12.29,0.926,,-2.654,0.774,-3.428,407.68,,178.738,74.582
2810,,2018,59,1200,,631.5,413.3,1256,12.24,39.5,4.87,240.7,0,101.2,,0.073,7.07,0.51,,13.08,0.88,,-1.663,0.418,-2.081,407.5,,174.122,50.66
2811,,2018,59,1230,,663.3,439.9,1327,13.05,38.3,4.18,183.2,0,101.1,,0.072,7.38,2.76,,13.86,1.003,,-2.35,0.608,-2.958,407.27,,261.863,60.804
2812,,2018,59,1300,,684.5,454.3,1367,13.8,36.9,4.61,266.5,0,101.1,,0.072,7.49,5.44,,14.29,1.154,,-3.298,0.433,-3.731,407.35,,336.449,106.097
2813,,2018,59,1330,,688.7,456.5,1376,14.23,37.1,3.55,198,0,101,,0.072,7.65,6.85,,14.96,0.808,,-2.086,0.342,-2.428,407.17,,236.84,54.805
2814,,2018,59,1400,,677.7,452.8,1359,14.86,35.9,4.18,233.6,0,101,,0.072,7.77,7.89,,15.26,0.882,,-1.968,0.459,-2.427,407.01,,250.522,69.658
2815,,2018,59,1430,,661.8,444.2,1328,15.29,35.1,3.76,222.5,0,101,,0.072,7.97,9.02,,15.81,0.898,,-1.461,0.381,-1.842,406.74,,249.538,68.291
2816,,2018,59,1500,,634.5,420,1272,15.6,34.2,4.16,242.4,0,101,,0.071,8.03,9.84,,16.14,0.869,,-1.557,0.24,-1.797,406.63,,229.978,60.991
2817,,2018,59,1530,,471.9,290.1,958,15.75,33.6,4.41,177.5,0,101,,0.072,8.22,10.3,,15.97,0.885,,-1.366,0.067,-1.432,406.68,,117.36,58.201
2818,,2018,59,1600,,359.3,210.6,718,15.37,34.9,3.31,146.8,0,101,,0.072,8.33,10.33,,15.97,0.85,,-1.881,-0.2,-1.681,406.61,,143.362,73.113
2819,,2018,59,1630,,420.9,250.7,831,15.94,33.5,2.62,285.4,0,101,,0.071,8.34,10.1,,16.58,0.63,,-0.551,0.527,-1.078,406.2,,149.83,50.965
2820,,2018,59,1700,,349.3,183.2,685.4,16.23,33.5,3.44,186.8,0,101,,0.071,8.33,9.77,,16.51,0.733,,-1.616,0.074,-1.69,406.43,,128.402,44.705
2821,,2018,59,1730,,240,90.2,463.4,15.48,36.2,2.99,205.4,0,101,,0.07,8.29,9.21,,15.92,0.672,,-0.472,-0.665,0.193,406.91,,46.29,30.99
2822,,2018,59,1800,,149.5,10.06,278.1,14.98,38,2.63,219.7,0,101,,0.07,8.23,8.36,,15.46,0.579,,-0.025,-0.564,0.539,407.5,,13.569,16.796
2823,,2018,59,1830,,62.3,-41.23,113.9,14.37,40.4,2.37,203.7,0,101,,0.07,8.16,7.25,,14.89,0.437,,0.351,-0.882,1.234,408.66,,-16.715,7.077
2824,,2018,59,1900,,7,-67.7,17.6,13.48,44.2,2.04,189.6,0,101,,0.07,8.09,5.97,,14.04,0.345,,0.674,-1.034,1.708,409.76,,-32.35,12.773
2825,,2018,59,1930,,0.1,-66.17,0.2,12.41,48.7,2.47,215.4,0,101,,0.07,8.04,4.63,,12.95,0.386,,2.17,-0.705,2.875,409.84,,-41.452,17.577
2826,,2018,59,2000,,0,-64.61,0,11.43,53.4,2.85,215.7,0,101,,0.069,7.99,3.41,,12.18,0.502,,1.875,-0.887,2.763,410.44,,-39.715,-17.255
2827,,2018,59,2030,,0,-45.05,0,10.96,56.1,2.35,193.1,0,100.9,,0.07,7.95,2.43,,11.86,0.43,,1.922,-0.548,2.469,411.01,,-34.794,9.013
2828,,2018,59,2100,,0,-37.29,0,10.71,57.4,2.11,172.7,0,100.9,,0.07,7.92,1.75,,11.62,0.405,,0.973,-0.375,1.347,411.49,,-25.119,-6.889
2829,,2018,59,2130,,0,-25.67,0,10.68,57.7,2.65,183.3,0,100.9,,0.07,7.88,1.34,,11.72,0.536,,2.717,-0.243,2.96,412,,-28.499,17.375
2830,,2018,59,2200,,0,-27.26,0,10.72,57.7,2.5,202.6,0,100.9,,0.069,7.83,1.09,,11.57,0.49,,1.497,-0.036,1.533,412.14,,-22.502,5.945
2831,,2018,59,2230,,0,-37.51,0,10.43,58.6,2.44,185,0,100.9,,0.069,7.82,0.9,,11.28,0.446,,1.888,-0.245,2.133,412.27,,-19.518,-0.021
2832,,2018,59,2300,,0,-35.49,0,10.14,59.4,2.56,170.5,0,100.9,,0.07,7.78,0.73,,11.12,0.538,,2.414,-0.234,2.648,412.38,,-33.001,10.914
2833,,2018,59,2330,,0,-33.06,0,10.14,59.5,2.88,182.3,0,100.9,,0.07,7.73,0.52,,10.9,0.637,,1.872,-0.207,2.079,412.85,,-38.109,6.289
2834,,2018,59,2400,,0,-47.65,0,9.71,61.1,2.51,221.1,0,100.9,,0.069,7.67,0.3,,10.68,0.459,,1.274,-0.606,1.88,413.59,,-31.261,4.714
2835,,2018,60,30,,0,-51.32,0,9.59,61.9,2.08,216,0,100.9,,0.069,7.6,-0.03,,10.44,0.354,,0.92,-0.147,1.067,413.74,,-30.607,2.099
2836,,2018,60,100,,0,-54.93,0,9.18,63.9,1.53,237.6,0,100.9,,0.069,7.54,-0.47,,10.1,0.203,,0.557,-0.295,0.852,413.81,,-19.389,0.213
2837,,2018,60,130,,0,-51.3,0,8.75,66.5,1.2,240.6,0,100.9,,0.068,7.48,-1.01,,9.68,0.113,,-0.009,-0.452,,414.19,,-4.513,-1.051
2838,,2018,60,200,,0,-45.8,0,8.25,68.5,1.48,217.4,0,100.9,,0.07,7.42,-1.56,,9.34,0.139,,0.554,-0.783,,415.22,,-11.071,0.465
2839,,2018,60,230,,0,-37.7,0,7.99,70,0.84,228.2,0,100.8,,0.07,7.35,-2.07,,8.96,0.104,,0.073,-0.113,,415.09,,-5.913,-0.259
2840,,2018,60,300,,0,-35,0,7.43,72.8,0.47,229.5,0,100.8,,0.069,7.29,-2.51,,8.86,0.015,,-0.006,-0.5,,415.38,,-0.198,0.021
2841,,2018,60,330,,0,-37.73,0,7.37,73.5,1.66,207.5,0,100.8,,0.068,7.22,-2.91,,8.84,0.144,,0.418,-0.092,,415.5,,-9.465,-1.01
2842,,2018,60,400,,0,-41.64,0,7.46,73.5,1.35,229.7,0,100.8,,0.069,7.16,-3.27,,8.63,0.116,,0.299,0.018,,415.59,,-8.132,-0.076
2843,,2018,60,430,,0,-37.99,0,7.21,75,0.74,200.2,0,100.8,,0.069,7.1,-3.61,,8.42,0.056,,0.08,-0.084,,415.41,,-2.939,0.059
2844,,2018,60,500,,0,-32.05,0,6.78,77.9,0.88,240.7,0,100.8,,0.068,7.05,-3.92,,8.42,0.039,,-0.042,-0.048,,414.87,,-1.437,0.555
2845,,2018,60,530,,0,-30.35,0,6.66,78.9,0.98,244.3,0,100.8,,0.07,6.99,-4.18,,8.2,0.026,,0.05,-0.109,,414.94,,-3.32,-1.132
2846,,2018,60,600,,0,-30.63,0,5.94,81.2,1.27,177.7,0,100.8,,0.068,6.93,-4.41,,7.16,0.052,,0.304,-1.604,,417.44,,-7.622,-1.706
2847,,2018,60,630,,0,-31.56,0,5.76,82.2,1.7,210.9,0,100.8,,0.069,6.9,-4.6,,7.59,0.165,,1.378,-0.146,,417.5,,-17.517,0.097
2848,,2018,60,700,,0,-29,0,6.46,79.6,1.2,212.9,0,100.8,,0.069,6.86,-4.74,,7.61,0.086,,0.552,0.236,,418.02,,-7.219,0.04
2849,,2018,60,730,,0.4,-25.34,0.7,6.1,80.6,0.99,219.6,0,100.7,,0.069,6.84,-4.81,,7.02,0.084,,0.872,-1.644,,421.15,,-7.146,-0.16
2850,,2018,60,800,,6.8,-17.72,12.8,5.46,83.3,1.1,167.2,0,100.8,,0.069,6.84,-4.78,,6.44,0.058,,0.782,-0.537,,421.37,,-9.103,-1.121
2851,,2018,60,830,,28.6,-1.95,51.2,5.31,84.3,0.63,245.7,0,100.8,,0.068,6.86,-4.62,,6.9,0.087,,0.307,0.19,,420.73,,-7.625,-0.656
2852,,2018,60,900,,59.1,21.32,107.5,5.81,83.3,0.59,268.4,0,100.7,,0.069,6.91,-4.26,,7.36,0.054,,-0.163,0.36,,420.68,,-0.145,0.805
2853,,2018,60,930,,95.8,46.88,179.9,6.29,83,0.42,338.6,0,100.7,,0.069,6.99,-3.66,,7.89,0.111,,13.003,-3.658,,429.57,,-2.536,7.134
2854,,2018,60,1000,,140.6,76,273.4,7.17,81.5,0.55,346.5,0,100.7,,0.069,7.08,-2.81,,8.93,0.155,,9.047,2.712,,424.85,,-0.243,30.702
2855,,2018,60,1030,,178.1,101.7,354.1,8.57,75,0.44,319.7,0,100.7,,0.069,7.19,-1.76,,10.31,0.178,,-0.531,2.909,,420.44,,32.476,48.005
2856,,2018,60,1100,,187.5,109.6,373.7,9.69,69.5,0.94,50.8,0,100.6,,0.069,7.32,-0.59,,11.26,0.274,,-1.174,0.266,-1.44,421.51,,29.674,53.789
2857,,2018,60,1130,,247.9,152.7,488.8,10.88,63.3,1.65,38.8,0,100.5,,0.069,7.45,0.66,,12.34,0.387,,-1.14,1.007,-2.147,421,,63.668,46.01
2858,,2018,60,1200,,252.1,156.4,492.5,11.84,61.1,2.11,99.1,0,100.5,,0.069,7.59,1.93,,13.26,0.44,,1.297,2,-0.703,417.88,,59.404,35.979
2859,,2018,60,1230,,283,177.6,551,12.89,59.8,1.99,61.3,0,100.4,,0.069,7.72,3.17,,14.35,0.43,,-0.342,1.638,-1.979,415.68,,84.975,59.825
2860,,2018,60,1300,,251.8,151.4,493,13.74,56,2.74,92.9,0,100.4,,0.069,7.89,4.32,,14.86,0.592,,-2.603,0.815,-3.417,415.05,,68.774,57.96
2861,,2018,60,1330,,318,200.6,618.7,14.18,54.4,2.73,129.8,0,100.4,,0.07,8,5.4,,15.21,0.63,,0.908,-0.742,1.65,417.39,,122.554,24.857
2862,,2018,60,1400,,325.4,209.8,642.5,14.58,53.2,2.57,78.5,0,100.4,,0.07,8.09,6.31,,15.43,0.651,,-0.937,0.066,-1.003,417.82,,115.008,53.846
2863,,2018,60,1430,,225.4,136.8,445.5,14.57,51.9,2.41,141.1,0,100.3,,0.071,8.15,7.03,,15.23,0.47,,-0.812,-0.238,-0.574,418.35,,56.931,37.301
2864,,2018,60,1500,,157.8,87.5,311.6,14.37,49.8,2.21,63.9,0,100.3,,0.068,8.23,7.38,,15.1,0.472,,-0.378,-0.32,-0.058,418.79,,24.081,29.526
2865,,2018,60,1530,,127.6,66.38,251.7,14.12,48.9,2.52,126.5,0,100.2,,0.069,8.27,7.42,,14.71,0.519,,0.989,0.106,0.883,418.19,,35.101,30.123
2866,,2018,60,1600,,134.9,74.3,264.2,13.59,51.4,2.65,85.4,0,100.2,,0.069,8.29,7.23,,13.93,0.501,,-0.187,-0.552,0.365,418.68,,49.138,27.872
2867,,2018,60,1630,,107.3,57.11,208.7,12.84,53.6,2.44,60.1,0,100.2,,0.068,8.29,6.93,,13.36,0.51,,0.788,-0.681,1.469,419.13,,5.122,35.793
2868,,2018,60,1700,,44.4,11.21,87.7,12.21,56.2,2,91.1,0,100.2,,0.068,8.28,6.47,,12.78,0.417,,0.86,-0.547,1.406,419.46,,3.759,12.163
2869,,2018,60,1730,,21.5,-15.52,43.5,11.58,59.6,1.76,76.1,0,100.1,,0.068,8.25,5.86,,,,,,,,,,,
2870,,2018,60,1800,,11.9,-44.5,24.6,10.74,64.5,2.35,124.6,0,100,,0.067,8.22,5.16,,,,,,,,,,,
2871,,2018,60,1830,,7.4,-58.77,14.3,9.66,73.8,2.11,136,0,100,,0.067,8.18,4.45,,,,,,,,,,,
2872,,2018,60,1900,,1,-35.81,2.2,8.09,85.2,1.57,72.9,0,99.9,,0.067,8.15,3.75,,,,,,,,,,,
2873,,2018,60,1930,,0,-26.35,0,7.38,90.3,1.69,70.9,0,99.8,,0.067,8.11,3.1,,,,,,,,,,,
2874,,2018,60,2000,,0,-15.41,0,6.91,93.5,1.61,94.8,0.508,99.8,,0.069,8.07,2.51,,,,,,,,,,,
2875,,2018,60,2030,,0,-14.23,0,6.58,95.1,2.15,93.9,0.508,99.7,,0.069,8.04,1.97,,,,,,,,,,,
2876,,2018,60,2100,,0,-11.71,0,6.53,95.7,2.03,103,0.254,99.6,,0.07,8,1.51,,,,,,,,,,,
2877,,2018,60,2130,,0,-11.48,0,6.51,96.1,2.11,111.4,0.254,99.6,,0.071,7.97,1.1,,,,,,,,,,,
2878,,2018,60,2200,,0,-8.63,0,6.52,96.5,1.7,72.1,1.016,99.5,,0.073,7.94,0.68,,,,,,,,,,,
2879,,2018,60,2230,,0,-4.91,0,6.53,97,1.17,45.5,2.032,99.4,,0.077,7.91,0.22,,,,,,,,,,,
2880,,2018,60,2300,,0,-3.55,0,6.58,97.5,1.47,78.7,1.524,99.3,,0.08,7.88,-0.26,,,,,,,,,,,
2881,,2018,60,2330,,0,-3.42,0,6.75,97.7,1.47,54.2,1.778,99.2,,0.085,7.85,-0.58,,,,,,,,,,,
2882,,2018,60,2400,,0,-3.05,0,6.8,97.8,1.43,349,1.524,99.2,,0.089,7.82,-0.84,,,,,,,,,,,
2883,,2018,61,30,,0,-2.78,0,6.84,98,1.44,69.3,2.54,99.1,,0.095,7.79,-1.06,,,,,,,,,,,
2884,,2018,61,100,,0,-2.72,0,6.98,98.2,1.54,35.8,2.794,99.1,,0.102,7.78,-0.99,,,,,,,,,,,
2885,,2018,61,130,,0,-3.54,0,7.25,98.3,2.3,80.1,2.794,99,,0.108,7.77,-0.79,,,,,,,,,,,
2886,,2018,61,200,,0,-5.7,0,7.27,98.3,2.43,64.2,0.762,99,,0.11,7.75,-0.59,,,,,,,,,,,
2887,,2018,61,230,,0,-6.82,0,6.95,98.2,2.37,31.6,0.762,99,,0.11,7.74,-0.49,,,,,,,,,,,
2888,,2018,61,300,,0,-7.39,0,6.53,98.1,2.76,44.6,0.762,99,,0.11,7.71,-0.56,,,,,,,,,,,
2889,,2018,61,330,,0,-9.71,0,6.57,98,2.48,46.7,1.524,99,,0.112,7.69,-0.7,,,,,,,,,,,
2890,,2018,61,400,,0,-14.11,0,6.05,97.6,3.46,61.4,0.762,99,,0.11,7.68,-0.8,,,,,,,,,,,
2891,,2018,61,430,,0,-11.24,0,5.7,97.5,2.01,67.8,0.254,99,,0.109,7.65,-0.91,,,,,,,,,,,
2892,,2018,61,500,,0,-7.01,0,5.76,98,1.16,11.6,0.254,99,,0.107,7.64,-1.02,,,,,,,,,,,
2893,,2018,61,530,,0,-9.63,0,5.8,98.1,1.48,352.2,0.508,99,,0.105,7.62,-1.13,,,,,,,,,,,
2894,,2018,61,600,,0,-9.34,0,5.81,97.9,1.27,303.8,0.254,99,,0.105,7.59,-1.23,,,,,,,,,,,
2895,,2018,61,630,,0,-8.92,0,5.67,98.2,1.75,323.4,0.762,99,,0.105,7.57,-1.39,,,,,,,,,,,
2896,,2018,61,700,,0,-8.94,0,5.56,98.4,2.1,261,1.016,99,,0.105,7.54,-1.54,,,,,,,,,,,
2897,,2018,61,730,,0.3,-8.86,0.4,5.42,98.4,1.21,296.8,0.508,99,,0.105,7.51,-1.74,,,,,,,,,,,
2898,,2018,61,800,,6.8,-4.31,8.3,5.27,98.5,1.91,246.4,1.27,99.1,,0.105,7.48,-1.9,,,,,,,,,,,
2899,,2018,61,830,,9.6,-6.74,16.1,5.05,98.4,2.62,309.9,0.508,99.1,,0.105,7.44,-2.03,,,,,,,,,,,
2900,,2018,61,900,,31.9,2.11,56.8,4.25,97.3,2.62,341.6,0.254,99.1,,0.104,7.4,-2.09,,,,,,,,,,,
2901,,2018,61,930,,35.5,1.04,66.1,3.71,96.3,3.54,307.1,0.254,99.1,,0.103,7.35,-2.19,,,,,,,,,,,
2902,,2018,61,1000,,41.5,10.03,79.4,2.89,96.4,3.69,349.3,0.508,99.2,,0.103,7.31,-2.44,,,,,,,,,,,
2903,,2018,61,1030,,49.5,21.95,97,2.48,96.7,4.49,301.7,1.016,99.2,,0.103,7.24,-3.11,,,,,,,,,,,
2904,,2018,61,1100,,43.9,19.43,90.6,2.65,96.8,4.62,317.9,1.524,99.2,,0.105,7.12,-4.72,,,,,,,,,,,
2905,,2018,61,1130,,44.2,12.78,91.7,2.44,96.5,4.92,306.4,2.794,99.2,,0.109,7.03,-6.25,,,,,,,,,,,
2906,,2018,61,1200,,88.5,31.04,170.2,1.61,97.3,4.64,307.8,1.524,99.2,,0.111,6.87,-7.71,,,,,,,,,,,
2907,,2018,61,1230,,105.1,18.33,210.5,1.19,97.8,4.39,279.2,1.524,99.2,,0.112,6.72,-8.74,,,,,,,,,,,
2908,,2018,61,1300,,71.3,-38.35,141.6,0.57,98.4,5.32,290.7,0.762,99.3,,0.113,6.6,-9.93,,,,,,,,,,,
2909,,2018,61,1330,,73.3,-3.93,139.5,0.52,98.6,5.7,330.5,0.762,99.4,,0.111,6.49,-10.81,,,,,,,,,,,
2910,,2018,61,1400,,85.2,21.21,162,0.67,98.3,6.14,322.3,1.27,99.4,,0.111,6.38,-11.25,,,,,,,,,,,
2911,,2018,61,1430,,57.9,-10.81,118.3,0.52,98.2,6.29,335.7,0.508,99.5,,0.11,6.28,-11.42,,,,,,,,,,,
2912,,2018,61,1500,,35.3,-14.08,76.6,0.33,98.5,6,333.7,0.254,99.6,,0.109,6.19,-11.33,,,,,,,,,,,
2913,,2018,61,1530,,44,-13.93,89.1,0.28,98.7,5.58,322.5,0,99.7,,0.108,6.12,-11.52,,,,,,,,,,,
2914,,2018,61,1600,,48,-26.92,93.2,0.39,98.6,5.67,328.6,0,99.8,,0.107,6.05,-12.2,,,,,,,,,,,
2915,,2018,61,1630,,46,-38.62,86.9,0.49,98.4,5.85,351.6,0.508,99.9,,0.106,5.99,-12.83,,,,,,,,,,,
2916,,2018,61,1700,,32.9,-65.01,62.7,0.52,98.3,5.44,308.7,0.762,100,,0.106,5.93,-13.21,,,,,,,,,,,
2917,,2018,61,1730,,32.8,-38.19,61.4,0.58,98.1,5.78,351.3,0.762,100,,0.105,5.86,-13.63,,,,,,,,,,,
2918,,2018,61,1800,,16.4,-40.3,31,0.58,97.9,5.97,307.7,0.508,100.1,,0.105,5.8,-13.69,,,,,,,,,,,
2919,,2018,61,1830,,5.6,-23.49,10.2,0.38,98.4,5.15,329.3,0,100.2,,0.104,5.74,-13.5,,,,,,,,,,,
2920,,2018,61,1900,,1.1,-21.14,1.8,0.35,98.6,5.11,311.5,0.254,100.3,,0.104,5.7,-13.04,,,,,,,,,,,
2921,,2018,61,1930,,-0.3,-12.01,-0.5,0.25,98.7,4.97,300.1,0,100.3,,0.102,5.66,-12.62,,,,,,,,,,,
2922,,2018,61,2000,,-0.3,-12.73,-0.6,0.25,98.8,4.97,233.8,0,100.4,,0.102,5.63,-12.39,,,,,,,,,,,
2923,,2018,61,2030,,-0.3,-11.6,-0.6,0.26,98.6,5,349,0,100.5,,0.102,5.6,-12.21,,,,,,,,,,,
2924,,2018,61,2100,,-0.3,-13.52,-0.6,0.32,98.2,4.54,292.8,0,100.5,,0.101,5.57,-11.99,,,,,,,,,,,
2925,,2018,61,2130,,-0.3,-16,-0.4,0.42,96.7,5.2,1.3,0,100.5,,0.1,5.55,-11.61,,,,,,,,,,,
2926,,2018,61,2200,,-0.3,-17.68,-0.5,0.46,93.4,5.31,340,0,100.6,,0.099,5.53,-11.06,,,,,,,,,,,
2927,,2018,61,2230,,-0.3,-34.66,-0.5,0.84,82.1,5.44,278.3,0,100.6,,0.099,5.51,-10.5,,,,,,,,,,,
2928,,2018,61,2300,,-0.3,-36.11,-0.5,0.99,79.4,4.57,1.7,0.254,100.7,,0.098,5.49,-10.01,,,,,,,,,,,
